RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location,Month,Year
47195,2014228790,1206,0,ROBBERY-STREET-BODYFORCE,1200,ROBBERY,07/13/2014 06:18:00 PM,07/13/2014 06:18:00 PM,,92XX BLOCK OF 16 AV SW,F,F3,11300.2011,-122.355134629,47.520114213,"(47.520114213, -122.355134629)",7,2014
1017109,2014228790,1206,0,ROBBERY-STREET-BODYFORCE,1200,ROBBERY,07/13/2014 06:18:00 PM,07/13/2014 06:18:00 PM,,92XX BLOCK OF 16 AV SW,F,F3,11300.2006,-122.355134631,47.520114212,"(47.520114212, -122.355134631)",7,2014
47301,2014228747,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,07/13/2014 06:17:00 PM,07/13/2014 05:12:00 PM,,9XX BLOCK OF 8 AV,E,E3,8200.2008,-122.328144595,47.607587769,"(47.607587769, -122.328144595)",7,2014
1057275,2014228747,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,07/13/2014 06:17:00 PM,07/13/2014 05:12:00 PM,,9XX BLOCK OF 8 AV,D,D3,8200.2007,-122.328144595,47.607587769,"(47.607587769, -122.328144595)",7,2014
47300,2014228718,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/13/2014 06:14:00 PM,07/10/2014 12:00:00 AM,07/13/2014 05:00:00 PM,107XX BLOCK OF 56 AV S,S,S3,11900.5010,-122.263125129,47.504121138,"(47.504121138, -122.263125129)",7,2014
1019670,2014228755,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,07/13/2014 05:28:00 PM,07/12/2014 06:00:00 PM,07/13/2014 05:00:00 PM,45XX BLOCK OF CALIFORNIA AV SW,W,W2,10500.5000,-122.38677671,47.56200905,"(47.56200905, -122.38677671)",7,2014
72309,2014228755,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,07/13/2014 05:28:00 PM,07/12/2014 06:00:00 PM,07/13/2014 05:00:00 PM,45XX BLOCK OF CALIFORNIA AV SW,W,W2,10500.5000,-122.386776711,47.562009049,"(47.562009049, -122.386776711)",7,2014
1036155,2014228755,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,07/13/2014 05:28:00 PM,07/12/2014 06:00:00 PM,07/13/2014 05:00:00 PM,45XX BLOCK OF CALIFORNIA AV SW,W,W2,10500.5000,-122.38677671,47.56200905,"(47.56200905, -122.38677671)",7,2014
47204,2014228756,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,07/13/2014 05:20:00 PM,07/12/2014 09:00:00 PM,07/13/2014 10:30:00 AM,8XX BLOCK OF NW 50 ST,B,B2,4700.2033,-122.367398563,47.665038564,"(47.665038564, -122.367398563)",7,2014
1051369,2014228756,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,07/13/2014 05:20:00 PM,07/12/2014 09:00:00 PM,07/13/2014 10:30:00 AM,8XX BLOCK OF NW 50 ST,J,J2,4700.2019,0,0,"(0.0, 0.0)",7,2014
1017108,2014228742,1204,0,ROBBERY-STREET-GUN,1200,ROBBERY,07/13/2014 05:19:00 PM,07/13/2014 05:19:00 PM,,E MADISON ST / 20 AV,G,G1,7900.5001,-122.306139251,47.617261595,"(47.617261595, -122.306139251)",7,2014
47197,2014228742,1204,0,ROBBERY-STREET-GUN,1200,ROBBERY,07/13/2014 05:19:00 PM,07/13/2014 05:19:00 PM,,E MADISON ST / 20 AV,C,C2,7900.5001,-122.306139251,47.617261595,"(47.617261595, -122.306139251)",7,2014
1016334,2014228660,1313,0,ASSLT-NONAGG,1300,ASSAULT,07/13/2014 05:09:00 PM,07/13/2014 05:30:00 AM,,63XX BLOCK OF SWIFT AV S,O,O3,11000.3004,-122.307147702,47.546379567,"(47.546379567, -122.307147702)",7,2014
47251,2014228660,1313,0,ASSLT-NONAGG,1300,ASSAULT,07/13/2014 05:09:00 PM,07/13/2014 05:30:00 AM,,63XX BLOCK OF SWIFT AV S,S,S1,11002.1000,-122.3071477,47.54637957,"(47.54637957, -122.3071477)",7,2014
1016362,2014228723,X,37,INJURY - OTHER,X,INJURY,07/13/2014 05:07:00 PM,07/13/2014 05:07:00 PM,,4XX BLOCK OF 2 AV S,K,K2,9200.2002,-122.331392644,47.601072823,"(47.601072823, -122.331392644)",7,2014
47212,2014228723,X,37,INJURY - OTHER,X,INJURY,07/13/2014 05:07:00 PM,07/13/2014 05:07:00 PM,,4XX BLOCK OF 2 AV S,K,K3,9200.2014,-122.331392642,47.601072824,"(47.601072824, -122.331392642)",7,2014
47196,2014228715,5015,2,WARRARR-MISDEMEANOR,5000,WARRANT ARREST,07/13/2014 05:03:00 PM,07/13/2014 05:03:00 PM,,SEWARD PARK AV S / S GRATTAN ST,S,S2,11800.6008,-122.26632767,47.528458528,"(47.528458528, -122.26632767)",7,2014
1020175,2014228715,5015,2,WARRARR-MISDEMEANOR,5000,WARRANT ARREST,07/13/2014 05:03:00 PM,07/13/2014 05:03:00 PM,,SEWARD PARK AV S / S GRATTAN ST,S,S2,11800.6000,-122.26632767,47.528458528,"(47.528458528, -122.26632767)",7,2014
1016360,2014228582,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/13/2014 04:49:00 PM,07/13/2014 04:49:00 PM,,36XX BLOCK OF LEARY WY NW,J,J2,4800.3039,-122.35958027,47.65365128,"(47.65365128, -122.35958027)",7,2014
47203,2014228582,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/13/2014 04:49:00 PM,07/13/2014 04:49:00 PM,,36XX BLOCK OF LEARY WY NW,B,B2,4800.3050,-122.359580268,47.65365128,"(47.65365128, -122.359580268)",7,2014
47234,2014228578,5499,0,TRAFFIC,5400,TRAFFIC,07/13/2014 04:47:00 PM,07/13/2014 02:20:00 PM,07/13/2014 02:25:00 PM,N 38 ST / STONE WY N,B,B3,5400.4023,-122.342578759,47.652704567,"(47.652704567, -122.342578759)",7,2014
1024070,2014228578,5499,0,TRAFFIC,5400,TRAFFIC,07/13/2014 04:47:00 PM,07/13/2014 02:20:00 PM,07/13/2014 02:25:00 PM,N 38 ST / STONE WY N,J,J3,5400.4001,-122.342578759,47.652704566,"(47.652704566, -122.342578759)",7,2014
1019404,2014228687,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 04:39:00 PM,07/13/2014 04:39:00 PM,,36XX BLOCK OF 35 AV S,R,R1,10100.5002,-122.288835534,47.571115795,"(47.571115795, -122.288835534)",7,2014
47281,2014228687,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 04:39:00 PM,07/13/2014 04:39:00 PM,,36XX BLOCK OF 35 AV S,R,R2,10100.5014,-122.288835533,47.571115795,"(47.571115795, -122.288835533)",7,2014
1023372,2014228670,X,47,PROPERTY FOUND,X,STOLEN PROPERTY,07/13/2014 04:25:00 PM,07/13/2014 04:25:00 PM,,135XX BLOCK OF BURKE AV N,N,N1,600.1008,-122.335564007,47.727762553,"(47.727762553, -122.335564007)",7,2014
47222,2014228670,X,47,PROPERTY FOUND,X,STOLEN PROPERTY,07/13/2014 04:25:00 PM,07/13/2014 04:25:00 PM,,135XX BLOCK OF BURKE AV N,N,N2,600.1001,-122.335564012,47.727762551,"(47.727762551, -122.335564012)",7,2014
47298,2014228662,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,07/13/2014 04:16:00 PM,07/13/2014 12:00:00 PM,07/13/2014 04:15:00 PM,17XX BLOCK OF 4 AV S,O,O1,9300.2080,-122.329056821,47.587198565,"(47.587198565, -122.329056821)",7,2014
1021326,2014228662,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,07/13/2014 04:16:00 PM,07/13/2014 12:00:00 PM,07/13/2014 04:15:00 PM,17XX BLOCK OF 4 AV S,K,K3,9300.2028,-122.329056824,47.587198565,"(47.587198565, -122.329056824)",7,2014
47220,2014228655,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,07/13/2014 04:04:00 PM,07/13/2014 12:01:00 AM,,1XX BLOCK OF BELL ST,D,D1,8001.2008,-122.346083205,47.613707494,"(47.613707494, -122.346083205)",7,2014
1021327,2014228655,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,07/13/2014 04:04:00 PM,07/13/2014 12:01:00 AM,,1XX BLOCK OF BELL ST,M,M1,8001.2008,-122.346083208,47.613707494,"(47.613707494, -122.346083208)",7,2014
1045191,2014228649,X,73,NARC-FOUND-OPIUM,X,NARCOTICS,07/13/2014 04:03:00 PM,07/13/2014 04:03:00 PM,,79XX BLOCK OF 35 AV SW,F,F2,11500.5000,0,0,"(0.0, 0.0)",7,2014
47286,2014228649,X,73,NARC-FOUND-OPIUM,X,NARCOTICS,07/13/2014 04:03:00 PM,07/13/2014 04:03:00 PM,,79XX BLOCK OF 35 AV SW,F,F2,11500.3016,-122.376633577,47.531546156,"(47.531546156, -122.376633577)",7,2014
1019712,2014228460,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 03:49:00 PM,07/05/2014 04:00:00 PM,07/09/2014 06:00:00 PM,15XX BLOCK OF 7 AV,D,D3,8200.1006,-122.333808099,47.612103391,"(47.612103391, -122.333808099)",7,2014
47187,2014228460,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 03:49:00 PM,07/05/2014 04:00:00 PM,07/09/2014 06:00:00 PM,15XX BLOCK OF 7 AV,M,M2,8200.1006,-122.333808101,47.612103391,"(47.612103391, -122.333808101)",7,2014
47274,2014228625,1316,4,THREATS-OTHER,1300,THREATS,07/13/2014 03:38:00 PM,07/13/2014 03:38:00 PM,,8XX BLOCK OF VIRGINIA ST,D,D2,7300.3022,-122.336165511,47.616053296,"(47.616053296, -122.336165511)",7,2014
1017106,2014228625,1316,4,THREATS-OTHER,1300,THREATS,07/13/2014 03:38:00 PM,07/13/2014 03:38:00 PM,,8XX BLOCK OF VIRGINIA ST,D,D2,7300.3022,-122.336165509,47.616053296,"(47.616053296, -122.336165509)",7,2014
1022661,2014905832,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 03:37:00 PM,07/12/2014 08:45:00 PM,07/12/2014 11:30:00 PM,84XX BLOCK OF GOLDEN GARDENS DR NW,B,B2,3100.6001,-122.400702798,47.689114975,"(47.689114975, -122.400702798)",7,2014
1024546,2014228527,2699,4,THEFT OF SERVICES,2699,THEFT OF SERVICES,07/13/2014 03:37:00 PM,07/13/2014 01:00:00 PM,07/13/2014 02:00:00 PM,140XX BLOCK OF 32 AV NE,L,L1,100.4002,-122.29383948,47.731040691,"(47.731040691, -122.29383948)",7,2014
1022660,2014905831,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 03:28:00 PM,07/11/2014 09:15:00 PM,07/13/2014 06:00:00 AM,60XX BLOCK OF 29 AV SW,F,F1,10700.4000,-122.370203426,47.547629517,"(47.547629517, -122.370203426)",7,2014
47178,2014905831,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 03:28:00 PM,07/11/2014 09:15:00 PM,07/13/2014 06:00:00 AM,60XX BLOCK OF 29 AV SW,F,F1,10702.2001,-122.370203431,47.547629519,"(47.547629519, -122.370203431)",7,2014
47264,2014228600,1305,0,ASSLT-AGG-WEAPON,1300,ASSAULT,07/13/2014 03:21:00 PM,07/13/2014 03:21:00 PM,,NW 96 ST / 17 AV NW,J,J1,1600.2000,-122.37851339,47.698982604,"(47.698982604, -122.37851339)",7,2014
1017105,2014228600,1305,0,ASSLT-AGG-WEAPON,1300,ASSAULT,07/13/2014 03:21:00 PM,07/13/2014 03:21:00 PM,,NW 96 ST / 17 AV NW,B,B1,1600.1010,-122.37851339,47.698982604,"(47.698982604, -122.37851339)",7,2014
47231,2014228502,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 02:53:00 PM,07/12/2014 09:30:00 PM,07/13/2014 01:15:00 PM,140XX BLOCK OF LAKE CITY WY NE,L,L1,100.4003,-122.292342078,47.731028434,"(47.731028434, -122.292342078)",7,2014
47201,2014228511,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/13/2014 02:53:00 PM,07/12/2014 08:00:00 AM,07/13/2014 11:00:00 AM,6XX BLOCK OF NE 40 ST,U,U2,5200.2009,-122.32137251,47.655890781,"(47.655890781, -122.32137251)",7,2014
1023370,2014228502,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 02:53:00 PM,07/12/2014 09:30:00 PM,07/13/2014 01:15:00 PM,140XX BLOCK OF LAKE CITY WY NE,L,L1,100.4003,-122.292342078,47.731028435,"(47.731028435, -122.292342078)",7,2014
1021768,2014228511,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/13/2014 02:53:00 PM,07/12/2014 08:00:00 AM,07/13/2014 11:00:00 AM,6XX BLOCK OF NE 40 ST,U,U2,5200.2007,-122.32137251,47.65589078,"(47.65589078, -122.32137251)",7,2014
473103,2014228568,2605,0,FRAUD-CREDIT CARD,2600,FRAUD,07/13/2014 02:48:00 PM,07/13/2014 02:45:00 PM,,7XX BLOCK OF BELLEVUE AV E,C,C1,6600.1017,-122.326573239,47.626043161,"(47.626043161, -122.326573239)",7,2014
1066412,2014228568,2605,0,FRAUD-CREDIT CARD,2600,FRAUD,07/13/2014 02:48:00 PM,07/13/2014 02:45:00 PM,,7XX BLOCK OF BELLEVUE AV E,C,C1,6600.1008,-122.326573239,47.626043161,"(47.626043161, -122.326573239)",7,2014
1017788,2014228568,2605,0,FRAUD-CREDIT CARD,2600,FRAUD,07/13/2014 02:48:00 PM,07/13/2014 02:45:00 PM,,7XX BLOCK OF BELLEVUE AV E,C,C1,6600.1008,-122.326573246,47.626043159,"(47.626043159, -122.326573246)",7,2014
1024554,2014228565,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/13/2014 02:42:00 PM,07/13/2014 02:35:00 PM,07/13/2014 02:40:00 PM,86XX BLOCK OF AURORA AV N,N,N2,1800.2007,-122.344534829,47.691649487,"(47.691649487, -122.344534829)",7,2014
47233,2014228565,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/13/2014 02:42:00 PM,07/13/2014 02:35:00 PM,07/13/2014 02:40:00 PM,86XX BLOCK OF AURORA AV N,N,N3,1800.2011,-122.344534833,47.691649487,"(47.691649487, -122.344534833)",7,2014
1017103,2014228564,1306,0,ASSLT-AGG-BODYFORCE,1300,ASSAULT,07/13/2014 02:40:00 PM,07/11/2014 08:00:00 PM,07/11/2014 09:00:00 PM,8XX BLOCK OF S THISTLE ST,F,F3,11200.2040,-122.321571211,47.528161253,"(47.528161253, -122.321571211)",7,2014
47256,2014228564,1306,0,ASSLT-AGG-BODYFORCE,1300,ASSAULT,07/13/2014 02:40:00 PM,07/11/2014 08:00:00 PM,07/11/2014 09:00:00 PM,8XX BLOCK OF S THISTLE ST,F,F3,11200.2053,-122.321571208,47.528161252,"(47.528161252, -122.321571208)",7,2014
1021335,2014228562,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,07/13/2014 02:35:00 PM,07/13/2014 02:35:00 PM,,28XX BLOCK OF 3 AV,M,M1,7200.2010,-122.3503095,47.61796543,"(47.61796543, -122.3503095)",7,2014
47217,2014228562,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,07/13/2014 02:35:00 PM,07/13/2014 02:35:00 PM,,28XX BLOCK OF 3 AV,D,D1,7200.3003,-122.350309502,47.61796543,"(47.61796543, -122.350309502)",7,2014
47287,2014228552,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,07/13/2014 02:30:00 PM,07/11/2014 01:00:00 PM,07/13/2014 01:00:00 PM,97XX BLOCK OF ASHWORTH AV N,N,N3,1300.1024,-122.339736428,47.700510913,"(47.700510913, -122.339736428)",7,2014
1019669,2014228552,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,07/13/2014 02:30:00 PM,07/11/2014 01:00:00 PM,07/13/2014 01:00:00 PM,97XX BLOCK OF ASHWORTH AV N,N,N3,1300.2003,-122.339736427,47.700510916,"(47.700510916, -122.339736427)",7,2014
1024538,2014228552,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,07/13/2014 02:30:00 PM,07/11/2014 01:00:00 PM,07/13/2014 01:00:00 PM,97XX BLOCK OF ASHWORTH AV N,N,N3,1300.2003,-122.339736427,47.700510916,"(47.700510916, -122.339736427)",7,2014
47283,2014228443,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,07/13/2014 02:27:00 PM,07/13/2014 02:27:00 PM,,XX BLOCK OF MERCER ST,Q,Q3,7100.2006,-122.356056568,47.62458061,"(47.62458061, -122.356056568)",7,2014
1019556,2014228443,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,07/13/2014 02:27:00 PM,07/13/2014 02:27:00 PM,,XX BLOCK OF MERCER ST,Q,Q3,7100.2003,-122.356056568,47.62458061,"(47.62458061, -122.356056568)",7,2014
1021334,2014228539,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 02:13:00 PM,07/13/2014 02:13:00 PM,,4XX BLOCK OF SENECA ST,K,K1,8100.2019,-122.333658663,47.607747226,"(47.607747226, -122.333658663)",7,2014
47232,2014228539,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 02:13:00 PM,07/13/2014 02:13:00 PM,,4XX BLOCK OF SENECA ST,K,K1,8100.2022,-122.333658665,47.607747226,"(47.607747226, -122.333658665)",7,2014
1018382,2014228529,X,32,ILLEGAL DUMPING,X,ILLEGAL DUMPING,07/13/2014 01:59:00 PM,07/13/2014 01:59:00 PM,,5XX BLOCK OF BROADWAY,E,E3,8600.2004,-122.320751348,47.606843708,"(47.606843708, -122.320751348)",7,2014
47285,2014228529,X,32,ILLEGAL DUMPING,X,ILLEGAL DUMPING,07/13/2014 01:59:00 PM,07/13/2014 01:59:00 PM,,5XX BLOCK OF BROADWAY,G,G1,8600.2014,-122.320751349,47.606843707,"(47.606843707, -122.320751349)",7,2014
47169,2014905830,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 01:57:00 PM,07/13/2014 10:00:00 AM,07/13/2014 01:35:00 PM,WALL ST / WESTERN AV,D,D1,8002.2000,-122.349607751,47.61403097,"(47.61403097, -122.349607751)",7,2014
1022659,2014905830,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 01:57:00 PM,07/13/2014 10:00:00 AM,07/13/2014 01:35:00 PM,WALL ST / WESTERN AV,M,M1,8002.2004,-122.349607751,47.61403097,"(47.61403097, -122.349607751)",7,2014
47263,2014228401,X,21,DISTURBANCE-OTH,X,DISTURBANCE,07/13/2014 01:55:00 PM,07/13/2014 01:30:00 PM,,34XX BLOCK OF 61 AV SW,W,W1,9701.4005,-122.410820721,47.573201676,"(47.573201676, -122.410820721)",7,2014
1017488,2014228401,X,21,DISTURBANCE-OTH,X,DISTURBANCE,07/13/2014 01:55:00 PM,07/13/2014 01:30:00 PM,,34XX BLOCK OF 61 AV SW,W,W2,9701.4020,-122.410820721,47.573201676,"(47.573201676, -122.410820721)",7,2014
1031782,2014228525,2404,7,VEH-THEFT-TRAILER,2400,VEHICLE THEFT,07/13/2014 01:52:00 PM,07/08/2014 08:00:00 PM,07/13/2014 01:30:00 PM,103XX BLOCK OF 38 AV NE,L,L3,2200.1005,-122.288105022,47.703848681,"(47.703848681, -122.288105022)",7,2014
1017645,2014228525,2404,7,VEH-THEFT-TRAILER,2400,VEHICLE THEFT,07/13/2014 01:52:00 PM,07/08/2014 08:00:00 PM,07/13/2014 01:30:00 PM,103XX BLOCK OF 38 AV NE,L,L3,2200.1005,-122.288105022,47.703848681,"(47.703848681, -122.288105022)",7,2014
47209,2014228471,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,07/13/2014 01:52:00 PM,07/13/2014 09:00:00 AM,07/13/2014 12:15:00 PM,45XX BLOCK OF 7 AV NE,U,U2,5200.5005,-122.320726225,47.661562506,"(47.661562506, -122.320726225)",7,2014
1019382,2014228471,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,07/13/2014 01:52:00 PM,07/13/2014 09:00:00 AM,07/13/2014 12:15:00 PM,45XX BLOCK OF 7 AV NE,U,U2,5200.5004,-122.320726226,47.661562503,"(47.661562503, -122.320726226)",7,2014
47273,2014228525,2404,7,VEH-THEFT-TRAILER,2400,VEHICLE THEFT,07/13/2014 01:52:00 PM,07/08/2014 08:00:00 PM,07/13/2014 01:30:00 PM,103XX BLOCK OF 38 AV NE,L,L3,2200.1007,-122.288105019,47.703848681,"(47.703848681, -122.288105019)",7,2014
1100191,2014228411,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,07/13/2014 01:43:00 PM,07/13/2014 03:00:00 AM,07/13/2014 12:00:00 PM,32XX BLOCK OF 1 AV S,O,O2,9300.3037,-122.334203342,47.574980579,"(47.574980579, -122.334203342)",7,2014
47270,2014228508,X,48,PROPERTY LOST,X,LOST PROPERTY,07/13/2014 01:43:00 PM,07/13/2014 01:43:00 PM,,1XX BLOCK OF PINE ST,M,M1,8100.3001,-122.340367249,47.610046283,"(47.610046283, -122.340367249)",7,2014
1016437,2014228508,X,48,PROPERTY LOST,X,LOST PROPERTY,07/13/2014 01:43:00 PM,07/13/2014 01:43:00 PM,,1XX BLOCK OF PINE ST,M,M3,8100.1006,-122.340367251,47.610046275,"(47.610046275, -122.340367251)",7,2014
47242,2014228411,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,07/13/2014 01:43:00 PM,07/13/2014 03:00:00 AM,07/13/2014 12:00:00 PM,32XX BLOCK OF 1 AV S,O,O1,9300.3028,-122.334203342,47.574980579,"(47.574980579, -122.334203342)",7,2014
47258,2014228517,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,07/13/2014 01:40:00 PM,07/13/2014 10:00:00 AM,07/13/2014 01:30:00 PM,57XX BLOCK OF AIRPORT WY S,O,O3,10900.2062,-122.318668068,47.551015823,"(47.551015823, -122.318668068)",7,2014
1017642,2014228517,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,07/13/2014 01:40:00 PM,07/13/2014 10:00:00 AM,07/13/2014 01:30:00 PM,57XX BLOCK OF AIRPORT WY S,O,O2,10900.2006,-122.318668072,47.55101582,"(47.55101582, -122.318668072)",7,2014
1105052,2014228495,4004,0,PROSTITUTION,4000,PROSTITUTION,07/13/2014 01:28:00 PM,07/13/2014 01:28:00 PM,,93XX BLOCK OF AURORA AV N,N,N2,1800.3000,-122.344595107,47.696722099,"(47.696722099, -122.344595107)",7,2014
47260,2014228495,4004,0,PROSTITUTION,4000,PROSTITUTION,07/13/2014 01:28:00 PM,07/13/2014 01:28:00 PM,,93XX BLOCK OF AURORA AV N,N,N3,1800.3000,-122.344595107,47.696722099,"(47.696722099, -122.344595107)",7,2014
1031963,2014228444,X,47,PROPERTY FOUND,X,STOLEN PROPERTY,07/13/2014 01:27:00 PM,07/13/2014 12:32:00 PM,,UNIVERSITY ST / ALASKAN WY,M,M3,8100.1027,-122.340414773,47.605910592,"(47.605910592, -122.340414773)",7,2014
47180,2014228444,X,47,PROPERTY FOUND,X,STOLEN PROPERTY,07/13/2014 01:27:00 PM,07/13/2014 12:32:00 PM,,UNIVERSITY ST / ALASKAN WY,M,M1,8100.1017,-122.340414773,47.605910592,"(47.605910592, -122.340414773)",7,2014
1052719,2014228490,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 01:14:00 PM,07/13/2014 01:14:00 PM,,E INTERLAKEN BV / LAKE WASHINGTON BV E,C,C3,6200.2013,-122.297248881,47.630770899,"(47.630770899, -122.297248881)",7,2014
47236,2014228490,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 01:14:00 PM,07/13/2014 01:14:00 PM,,E INTERLAKEN BV / LAKE WASHINGTON BV E,C,C2,6200.1053,-122.29724888,47.630770899,"(47.630770899, -122.29724888)",7,2014
1115646,2014228379,2605,0,FRAUD-CREDIT CARD,2600,FRAUD,07/13/2014 01:11:00 PM,07/09/2014 12:01:00 AM,07/09/2014 11:59:00 PM,16XX BLOCK OF BELMONT AV,E,E2,8400.1003,-122.324479727,47.615786469,"(47.615786469, -122.324479727)",7,2014
47237,2014228379,2605,0,FRAUD-CREDIT CARD,2600,FRAUD,07/13/2014 01:11:00 PM,07/09/2014 12:01:00 AM,07/09/2014 11:59:00 PM,16XX BLOCK OF BELMONT AV,E,E1,8400.1003,-122.324479727,47.615786469,"(47.615786469, -122.324479727)",7,2014
47255,2014228480,1313,0,ASSLT-NONAGG,1300,ASSAULT,07/13/2014 01:08:00 PM,07/13/2014 01:08:00 PM,,120XX BLOCK OF AURORA AV N,N,N2,402.2007,-122.344896099,47.717174472,"(47.717174472, -122.344896099)",7,2014
1016332,2014228480,1313,0,ASSLT-NONAGG,1300,ASSAULT,07/13/2014 01:08:00 PM,07/13/2014 01:08:00 PM,,120XX BLOCK OF AURORA AV N,N,N1,402.2005,-122.344896098,47.717174469,"(47.717174469, -122.344896098)",7,2014
1022181,2014905896,2304,1,THEFT-AUTOACC,2300,OTHER PROPERTY,07/13/2014 01:05:00 PM,07/06/2014 12:55:00 PM,07/13/2014 12:55:00 PM,E REPUBLICAN ST / MELROSE AV E,E,E1,7400.7003,-122.327874119,47.623128551,"(47.623128551, -122.327874119)",7,2014
47160,2014905896,2304,1,THEFT-AUTOACC,2300,OTHER PROPERTY,07/13/2014 01:05:00 PM,07/06/2014 12:55:00 PM,07/13/2014 12:55:00 PM,E REPUBLICAN ST / MELROSE AV E,E,E1,7401.3003,-122.327874119,47.623128551,"(47.623128551, -122.327874119)",7,2014
1054711,2014228478,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,07/13/2014 01:01:00 PM,07/12/2014 09:45:00 PM,07/12/2014 11:30:00 PM,E UNION ST / BELMONT AV,E,E2,8400.1020,-122.32444415,47.612984252,"(47.612984252, -122.32444415)",7,2014
47254,2014228478,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,07/13/2014 01:01:00 PM,07/12/2014 09:45:00 PM,07/12/2014 11:30:00 PM,E UNION ST / BELMONT AV,E,E3,8400.1011,-122.32444415,47.612984252,"(47.612984252, -122.32444415)",7,2014
1022068,2014905829,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 12:51:00 PM,07/13/2014 02:00:00 AM,07/13/2014 04:00:00 AM,E PIKE ST / HARVARD AV,E,E2,8400.1017,-122.322110996,47.614064989,"(47.614064989, -122.322110996)",7,2014
47175,2014905829,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 12:51:00 PM,07/13/2014 02:00:00 AM,07/13/2014 04:00:00 AM,E PIKE ST / HARVARD AV,E,E2,8400.1006,-122.322110996,47.614064988,"(47.614064988, -122.322110996)",7,2014
1023066,2014228406,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 12:41:00 PM,07/13/2014 03:00:00 AM,07/13/2014 10:55:00 AM,14 AV S / BEACON AV S,O,O1,10000.4003,-122.314714284,47.581869005,"(47.581869005, -122.314714284)",7,2014
47221,2014228406,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/13/2014 12:41:00 PM,07/13/2014 03:00:00 AM,07/13/2014 10:55:00 AM,14 AV S / BEACON AV S,R,R1,10002.2025,-122.314714284,47.581869005,"(47.581869005, -122.314714284)",7,2014
