RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location,Month,Year
483839,2015218538,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,06/28/2015 10:31:00 AM,06/28/2014 10:31:00 AM,06/28/2015 10:31:00 AM,6XX BLOCK OF NW 74 ST,J,J2,2900.3013,-122.364671996,47.68252427,"(47.68252427, -122.364671996)",6,2014
481252,2015213067,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,06/24/2015 11:09:00 AM,06/01/2014 12:00:00 AM,06/24/2015 11:09:00 AM,23XX BLOCK OF 43 AV E,C,C2,6300.1004,-122.277080248,47.639900761,"(47.639900761, -122.277080248)",6,2014
481375,2015210301,2316,0,THEFT-MAIL,2300,MAIL THEFT,06/22/2015 09:22:00 AM,08/31/2014 09:00:00 AM,,81XX BLOCK OF 11 AV SW,F,F3,11300.5013,-122.349312181,47.529232299,"(47.529232299, -122.349312181)",8,2014
481690,2015209327,2599,0,COUNTERFEIT,2500,COUNTERFEIT,06/21/2015 03:52:00 PM,06/20/2014 01:38:00 PM,,6XX BLOCK OF PINE ST,M,M2,8200.1002,-122.334817763,47.612368448,"(47.612368448, -122.334817763)",6,2014
478198,2015207880,2399,3,THEFT-OTH,2300,OTHER PROPERTY,06/20/2015 11:59:00 AM,06/01/2014 11:59:00 AM,11/01/2014 12:00:00 PM,77XX BLOCK OF SUNNYSIDE AV N,J,J3,2700.2015,-122.329378505,47.685959879,"(47.685959879, -122.329378505)",6,2014
480485,2015904103,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,06/19/2015 02:55:00 PM,06/19/2014 02:45:00 PM,07/10/2014 02:45:00 PM,35XX BLOCK OF S FERDINAND ST,R,R3,10300.4006,-122.287477902,47.557854802,"(47.557854802, -122.287477902)",6,2014
470170,2015185464,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,06/04/2015 11:13:00 AM,06/01/2014 12:00:00 AM,06/01/2015 06:15:00 PM,24XX BLOCK OF WESTVIEW DR W,Q,Q2,5900.4035,-122.370772861,47.640094502,"(47.640094502, -122.370772861)",6,2014
465137,2015174988,2605,0,FRAUD-CREDIT CARD,2600,FRAUD,05/27/2015 03:45:00 PM,08/22/2014 11:00:00 AM,03/15/2015 05:30:00 PM,22XX BLOCK OF NW 59 ST,B,B1,4700.4002,-122.386164453,47.671642511,"(47.671642511, -122.386164453)",8,2014
461710,2015168191,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,05/22/2015 10:45:00 AM,08/01/2014 12:00:00 AM,,11XX BLOCK OF REPUBLICAN ST,D,D3,7300.1019,-122.333646878,47.62311893,"(47.62311893, -122.333646878)",8,2014
456091,2015157266,2606,1,FRAUD-CHECK,2600,FRAUD,05/13/2015 05:10:00 PM,07/20/2014 12:00:00 PM,,31XX BLOCK OF WESTERN AV,D,D1,8001.3006,-122.356375788,47.618028638,"(47.618028638, -122.356375788)",7,2014
456782,2015156712,2799,0,EMBEZZLE,2700,EMBEZZLE,05/13/2015 09:22:00 AM,06/19/2014 12:00:00 PM,03/27/2015 12:00:00 PM,9XX BLOCK OF 12 AV,E,E2,8600.2008,-122.316779125,47.610978849,"(47.610978849, -122.316779125)",6,2014
481225,2015154110,2605,0,FRAUD-CREDIT CARD,2600,FRAUD,05/11/2015 08:28:00 AM,08/24/2014 10:00:00 AM,,130XX BLOCK OF LAKE CITY WY NE,L,L3,100.3002,-122.292840975,47.723795094,"(47.723795094, -122.292840975)",8,2014
478954,2015132500,2399,3,THEFT-OTH,2300,OTHER PROPERTY,04/23/2015 09:30:00 AM,06/20/2014 12:00:00 AM,04/22/2015 12:00:00 AM,132XX BLOCK OF AURORA AV N,N,N2,600.1016,-122.344996832,47.725035551,"(47.725035551, -122.344996832)",6,2014
451902,2015132500,2399,3,THEFT-OTH,2300,OTHER PROPERTY,04/23/2015 09:30:00 AM,06/20/2014 12:00:00 AM,04/22/2015 12:00:00 AM,132XX BLOCK OF AURORA AV N,N,N2,600.1016,-122.344996832,47.725035551,"(47.725035551, -122.344996832)",6,2014
405914,2015131123,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,04/22/2015 09:34:00 AM,07/02/2014 10:00:00 AM,04/19/2015 10:00:00 AM,24XX BLOCK OF 32 AV W,Q,Q1,5700.3013,-122.398333891,47.639797389,"(47.639797389, -122.398333891)",7,2014
410647,2015130488,2699,1,FRAUD-OTHER,2600,FRAUD,04/21/2015 04:13:00 PM,07/01/2014 04:13:00 PM,,88XX BLOCK OF 10 AV SW,F,F3,11300.3001,-122.348005459,47.523735934,"(47.523735934, -122.348005459)",7,2014
372869,2015902549,2305,0,THEFT-CARPROWL,2300,CAR PROWL,04/10/2015 01:45:00 PM,08/01/2014 05:30:00 PM,08/03/2014 04:30:00 PM,21XX BLOCK OF N 59 ST,B,B3,4600.2002,-122.332699994,47.671600027,"(47.671600027, -122.332699994)",8,2014
451059,2015115270,2399,3,THEFT-OTH,2300,OTHER PROPERTY,04/08/2015 11:37:00 PM,06/01/2014 12:01:00 AM,04/08/2015 10:30:00 PM,48XX BLOCK OF S HOLDEN ST,S,S2,11102.3002,-122.271314896,47.533661622,"(47.533661622, -122.271314896)",6,2014
287365,2015112258,2316,0,THEFT-MAIL,2300,MAIL THEFT,04/06/2015 03:44:00 PM,06/30/2014 07:00:00 PM,04/06/2015 12:00:00 PM,92XX BLOCK OF FREMONT AV N,J,J1,1701.2010,-122.349981568,47.69644527,"(47.69644527, -122.349981568)",6,2014
287595,2015112158,5309,0,HARASSMENT,5300,THREATS,04/06/2015 12:30:00 PM,07/16/2014 12:00:00 PM,04/06/2015 12:30:00 PM,11XX BLOCK OF PIKE ST,E,E3,8300.2015,-122.32835884,47.613698028,"(47.613698028, -122.32835884)",7,2014
218400,201595729,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,03/24/2015 10:25:00 AM,06/01/2014 12:00:00 AM,03/24/2015 09:00:00 AM,58XX BLOCK OF NE 70 ST,U,U3,4000.1027,-122.264630853,47.679369548,"(47.679369548, -122.264630853)",6,2014
195857,201588900,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,03/18/2015 03:22:00 PM,08/01/2014 12:00:00 AM,03/14/2015 12:00:00 AM,17XX BLOCK OF 16 AV,C,C1,7900.5006,-122.311450328,47.617029556,"(47.617029556, -122.311450328)",8,2014
200727,201588472,2304,1,THEFT-AUTOACC,2300,OTHER PROPERTY,03/18/2015 08:44:00 AM,07/01/2014 12:00:00 AM,03/18/2015 08:20:00 AM,37XX BLOCK OF SW MYRTLE ST,W,W3,10600.1024,-122.379820912,47.539678951,"(47.539678951, -122.379820912)",7,2014
479893,201582784,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,03/13/2015 12:32:00 PM,06/01/2014 12:01:00 AM,09/30/2014 11:59:00 PM,11XX BLOCK OF 23 AV S,G,G3,8900.4015,-122.302619777,47.592481104,"(47.592481104, -122.302619777)",6,2014
183148,201581251,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,03/12/2015 08:55:00 AM,06/21/2014 10:00:00 AM,06/21/2014 03:00:00 PM,LEARY WY NW / 8 AV NW,B,B2,4800.3003,-122.366191082,47.660480914,"(47.660480914, -122.366191082)",6,2014
133483,201577192,2304,2,THEFT-LICENSE PLATE,2300,OTHER PROPERTY,03/08/2015 09:42:00 PM,06/01/2014 07:00:00 PM,03/08/2015 09:42:00 PM,23XX BLOCK OF MINOR AV E,D,D3,6100.4007,-122.328354324,47.64087933,"(47.64087933, -122.328354324)",6,2014
171781,2015901516,2305,0,THEFT-CARPROWL,2300,CAR PROWL,03/06/2015 04:10:00 PM,08/24/2014 10:00:00 PM,08/25/2014 07:00:00 AM,30XX BLOCK OF 11 AV W,Q,Q2,5900.2014,-122.371535475,47.647657953,"(47.647657953, -122.371535475)",8,2014
87112,2015245985,2305,0,THEFT-CARPROWL,2300,CAR PROWL,03/02/2015 05:24:00 AM,07/26/2014 08:00:00 PM,,10XX BLOCK OF W PROSPECT ST,Q,Q2,7100.1004,-122.370627019,47.628802746,"(47.628802746, -122.370627019)",7,2014
475204,201564923,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,02/26/2015 11:31:00 AM,06/20/2014 08:00:00 AM,06/20/2014 08:00:00 AM,57XX BLOCK OF S EDDY ST,R,R3,10200.2032,-122.259703689,47.544931023,"(47.544931023, -122.259703689)",6,2014
196118,201563859,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,02/25/2015 01:58:00 PM,07/16/2014 12:00:00 AM,02/23/2015 03:00:00 PM,2XX BLOCK OF 6 AV S,K,K3,9200.1008,-122.326355499,47.600451491,"(47.600451491, -122.326355499)",7,2014
78320,201557375,X,48,PROPERTY LOST,X,LOST PROPERTY,02/19/2015 02:44:00 PM,08/01/2014 12:00:00 PM,08/31/2014 12:00:00 PM,13XX BLOCK OF N 125 ST,N,N2,600.3007,-122.340903623,47.7195715,"(47.7195715, -122.340903623)",8,2014
81035,201557268,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,02/19/2015 01:07:00 PM,07/01/2014 12:00:00 AM,01/29/2015 10:59:00 PM,15XX BLOCK OF 12 AV,E,E2,7500.4006,-122.316845009,47.614683849,"(47.614683849, -122.316845009)",7,2014
196648,2015901094,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,02/17/2015 04:43:00 PM,07/01/2014 01:30:00 PM,07/01/2014 04:31:00 PM,38XX BLOCK OF 34 AV W,Q,Q1,5700.6013,-122.400897865,47.654961237,"(47.654961237, -122.400897865)",7,2014
66844,201550204,2399,3,THEFT-OTH,2300,OTHER PROPERTY,02/13/2015 08:57:00 AM,06/11/2014 08:00:00 AM,08/05/2014 08:00:00 AM,36XX BLOCK OF PHINNEY AV N,B,B2,4900.3008,-122.354470255,47.653198966,"(47.653198966, -122.354470255)",6,2014
56070,201547840,X,48,PROPERTY LOST,X,LOST PROPERTY,02/11/2015 10:27:00 AM,06/01/2014 08:00:00 AM,08/19/2014 08:00:00 AM,75XX BLOCK OF SEWARD PARK AV S,R,R3,11102.1020,-122.267144838,47.534669069,"(47.534669069, -122.267144838)",6,2014
82305,201546934,2501,0,FORGERY-CHECK,2500,FORGERY,02/10/2015 02:26:00 PM,07/07/2014 12:01:00 AM,12/30/2014 11:59:00 PM,XX BLOCK OF NICKERSON ST,Q,Q2,6000.4008,-122.357423528,47.64965732,"(47.64965732, -122.357423528)",7,2014
53697,2015900926,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,02/10/2015 09:53:00 AM,08/17/2014 09:35:00 AM,02/10/2015 09:35:00 AM,122XX BLOCK OF 7 AV NW,N,N1,500.2015,-122.364970691,47.716928852,"(47.716928852, -122.364970691)",8,2014
53794,2015900866,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,02/06/2015 10:25:00 AM,08/02/2014 09:55:00 AM,02/06/2015 09:55:00 AM,70XX BLOCK OF SEAVIEW AV NW,J,J2,3200.6000,-122.404868974,47.679906243,"(47.679906243, -122.404868974)",8,2014
49723,201541410,2606,1,FRAUD-CHECK,2600,FRAUD,02/05/2015 04:18:00 PM,06/04/2014 12:00:00 AM,12/05/2014 12:00:00 AM,38XX BLOCK OF WINSLOW PL N,B,B3,5400.4019,-122.346609967,47.653438339,"(47.653438339, -122.346609967)",6,2014
52274,201540238,2606,1,FRAUD-CHECK,2600,FRAUD,02/04/2015 03:17:00 PM,07/01/2014 08:00:00 AM,02/04/2015 08:00:00 AM,140XX BLOCK OF 32 AV NE,L,L1,100.4002,-122.293839479,47.731040692,"(47.731040692, -122.293839479)",7,2014
30359,201538550,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,02/03/2015 09:36:00 AM,08/15/2014 12:01:00 AM,08/16/2014 12:00:00 AM,115XX BLOCK OF LAKE CITY WY NE,L,L1,700.2008,-122.299232335,47.712517105,"(47.712517105, -122.299232335)",8,2014
34453,2015900648,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,01/30/2015 04:12:00 PM,07/18/2014 04:00:00 PM,07/18/2014 04:00:00 PM,57XX BLOCK OF NE 56 ST,U,U3,4100.2019,-122.265766224,47.669271651,"(47.669271651, -122.265766224)",7,2014
86555,201533026,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,01/29/2015 05:38:00 PM,06/01/2014 12:00:00 AM,06/30/2014 05:38:00 PM,16XX BLOCK OF 35 AV,C,C3,7800.3006,-122.288132584,47.61584927,"(47.61584927, -122.288132584)",6,2014
34751,201531517,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,01/28/2015 11:53:00 AM,08/20/2014 12:01:00 AM,,16XX BLOCK OF 6 AV,M,M2,8200.1003,-122.335827482,47.612633294,"(47.612633294, -122.335827482)",8,2014
12470,201519399,2399,3,THEFT-OTH,2300,OTHER PROPERTY,01/18/2015 09:19:00 AM,06/01/2014 01:00:00 AM,01/18/2015 09:00:00 AM,54XX BLOCK OF DELRIDGE WY SW,F,F1,10701.1000,-122.362975491,47.552819773,"(47.552819773, -122.362975491)",6,2014
1120340,201519399,2399,3,THEFT-OTH,2300,OTHER PROPERTY,01/18/2015 09:19:00 AM,06/01/2014 01:00:00 AM,01/18/2015 09:00:00 AM,54XX BLOCK OF DELRIDGE WY SW,F,F1,10700.1000,-122.362975491,47.552819773,"(47.552819773, -122.362975491)",6,2014
1114770,20155950,2399,3,THEFT-OTH,2300,OTHER PROPERTY,01/06/2015 07:50:00 PM,06/30/2014 12:00:00 PM,12/20/2014 12:00:00 PM,97XX BLOCK OF GREENWOOD AV N,N,N2,1700.7004,-122.355397373,47.699785557,"(47.699785557, -122.355397373)",6,2014
82731,20155950,2399,3,THEFT-OTH,2300,OTHER PROPERTY,01/06/2015 07:50:00 PM,06/30/2014 12:00:00 PM,12/20/2014 12:00:00 PM,97XX BLOCK OF GREENWOOD AV N,J,J1,1702.1007,-122.355397373,47.699785557,"(47.699785557, -122.355397373)",6,2014
1116187,20151354,2304,2,THEFT-LICENSE PLATE,2300,OTHER PROPERTY,01/02/2015 11:12:00 AM,07/30/2014 06:00:00 PM,12/30/2014 02:00:00 PM,77XX BLOCK OF 30 AV NW,B,B2,3100.7009,-122.395731216,47.685835308,"(47.685835308, -122.395731216)",7,2014
1124178,2014283513,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,12/29/2014 08:12:00 PM,08/24/2014 01:30:00 AM,,1XX BLOCK OF S WASHINGTON ST,K,K3,9200.2004,-122.332224219,47.600880424,"(47.600880424, -122.332224219)",8,2014
1115274,2014428532,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,12/29/2014 11:43:00 AM,08/15/2014 11:43:00 AM,10/15/2014 11:43:00 AM,102XX BLOCK OF LAKE CITY WY NE,L,L2,1100.2010,-122.301612415,47.703124687,"(47.703124687, -122.301612415)",8,2014
1112198,2014909982,2605,0,FRAUD-CREDIT CARD,2600,FRAUD,12/27/2014 07:30:00 AM,08/04/2014 07:38:00 AM,11/13/2014 07:39:00 AM,40XX BLOCK OF SW 106 ST,W,W3,12100.1000,-122.383595795,47.508257071,"(47.508257071, -122.383595795)",8,2014
1112201,2014909966,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,12/26/2014 09:59:00 AM,07/31/2014 09:45:00 AM,12/22/2014 09:45:00 AM,3XX BLOCK OF W OLYMPIC PL,Q,Q3,7000.2000,-122.361914802,47.626735421,"(47.626735421, -122.361914802)",7,2014
1107152,2014420296,2305,0,THEFT-CARPROWL,2300,CAR PROWL,12/20/2014 03:27:00 PM,07/25/2014 07:00:00 PM,07/26/2014 10:00:00 AM,117XX BLOCK OF 24 AV NE,L,L2,700.4001,-122.302681694,47.714793029,"(47.714793029, -122.302681694)",7,2014
1109337,2014419251,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/19/2014 08:08:00 PM,07/01/2014 12:00:00 AM,10/31/2014 12:00:00 AM,24XX BLOCK OF 5 AV W,Q,Q2,5900.6010,-122.363598887,47.640505726,"(47.640505726, -122.363598887)",7,2014
1105960,2014419269,X,48,PROPERTY LOST,X,LOST PROPERTY,12/19/2014 04:49:00 PM,06/12/2014 12:01:00 AM,12/19/2014 04:49:00 PM,13XX BLOCK OF W EMERSON ST,Q,Q2,5900.1006,-122.374254733,47.653997286,"(47.653997286, -122.374254733)",6,2014
1105600,2014418275,2304,2,THEFT-LICENSE PLATE,2300,OTHER PROPERTY,12/18/2014 05:48:00 PM,06/01/2014 07:00:00 AM,12/18/2014 01:30:00 PM,20XX BLOCK OF FAIRVIEW AV E,D,D2,6600.2003,-122.329405074,47.637435341,"(47.637435341, -122.329405074)",6,2014
1110170,2014418275,2304,2,THEFT-LICENSE PLATE,2300,OTHER PROPERTY,12/18/2014 05:48:00 PM,06/01/2014 07:00:00 AM,12/18/2014 01:30:00 PM,20XX BLOCK OF FAIRVIEW AV E,D,D2,6600.2003,-122.329405074,47.637435341,"(47.637435341, -122.329405074)",6,2014
458105,2014909818,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,12/18/2014 03:16:00 PM,08/08/2014 11:00:00 PM,08/09/2014 12:00:00 AM,10XX BLOCK OF E PIKE ST,E,E2,7500.4014,-122.318793871,47.614089799,"(47.614089799, -122.318793871)",8,2014
1118212,2014909818,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,12/18/2014 03:16:00 PM,08/08/2014 11:00:00 PM,08/09/2014 12:00:00 AM,10XX BLOCK OF E PIKE ST,C,C2,7500.4007,-122.318793871,47.614089799,"(47.614089799, -122.318793871)",8,2014
1103736,2014411656,2304,2,THEFT-LICENSE PLATE,2300,OTHER PROPERTY,12/12/2014 08:28:00 PM,08/26/2014 03:00:00 PM,11/26/2014 04:00:00 PM,7XX BLOCK OF BELMONT PL E,C,C1,6500.4008,-122.324266337,47.626533243,"(47.626533243, -122.324266337)",8,2014
1104194,2014411364,5309,0,HARASSMENT,5300,THREATS,12/12/2014 01:46:00 PM,07/09/2014 11:00:00 AM,,25XX BLOCK OF W SMITH ST,Q,Q1,5802.4011,-122.389638272,47.641162036,"(47.641162036, -122.389638272)",7,2014
1121051,2014411158,2301,0,THEFT-PKPOCKET,2300,PICKPOCKET,12/12/2014 10:28:00 AM,07/27/2014 10:00:00 PM,,10XX BLOCK OF E PIKE ST,C,C2,7500.4007,-122.318793871,47.614089799,"(47.614089799, -122.318793871)",7,2014
460262,2014411158,2301,0,THEFT-PKPOCKET,2300,PICKPOCKET,12/12/2014 10:28:00 AM,07/27/2014 10:00:00 PM,,10XX BLOCK OF E PIKE ST,E,E2,7500.4014,-122.318793871,47.614089799,"(47.614089799, -122.318793871)",7,2014
55665,2014409944,2699,1,FRAUD-OTHER,2600,FRAUD,12/11/2014 09:45:00 AM,08/09/2014 12:00:00 PM,10/19/2014 12:00:00 PM,36XX BLOCK OF 33 AV S,R,R2,10100.5017,-122.291010287,47.570759934,"(47.570759934, -122.291010287)",8,2014
1102205,2014409944,2699,1,FRAUD-OTHER,2600,FRAUD,12/11/2014 09:45:00 AM,08/09/2014 12:00:00 PM,10/19/2014 12:00:00 PM,36XX BLOCK OF 33 AV S,R,R1,10100.5005,-122.291010287,47.570759934,"(47.570759934, -122.291010287)",8,2014
58240,2014409081,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,12/10/2014 02:22:00 PM,08/01/2014 12:00:00 AM,10/01/2014 12:00:00 AM,14XX BLOCK OF 26 AV,C,C3,7700.3014,-122.298799052,47.613532313,"(47.613532313, -122.298799052)",8,2014
1101634,2014409081,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,12/10/2014 02:22:00 PM,08/01/2014 12:00:00 AM,10/01/2014 12:00:00 AM,14XX BLOCK OF 26 AV,C,C3,7700.3017,-122.298799052,47.613532313,"(47.613532313, -122.298799052)",8,2014
66243,2014909419,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,12/06/2014 10:29:00 AM,06/13/2014 10:20:00 AM,07/30/2014 10:20:00 AM,5XX BLOCK OF PINE ST,M,M3,8200.1004,-122.335928552,47.611904235,"(47.611904235, -122.335928552)",6,2014
1100056,2014909419,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,12/06/2014 10:29:00 AM,06/13/2014 10:20:00 AM,07/30/2014 10:20:00 AM,5XX BLOCK OF PINE ST,K,K1,8200.1004,-122.335928552,47.611904235,"(47.611904235, -122.335928552)",6,2014
1121986,2014402470,1316,4,THREATS-OTHER,1300,THREATS,12/04/2014 09:04:00 AM,08/26/2014 12:00:00 AM,12/03/2014 12:00:00 AM,23XX BLOCK OF 4 AV,M,M2,7200.2020,-122.344584906,47.615753101,"(47.615753101, -122.344584906)",8,2014
1103305,2014401450,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,12/03/2014 09:07:00 AM,08/01/2014 05:00:00 PM,08/01/2014 07:30:00 PM,42 AV S / S DAKOTA ST,R,R1,10100.7005,-122.280766473,47.56643832,"(47.56643832, -122.280766473)",8,2014
1120057,2014399518,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/01/2014 12:41:00 PM,07/24/2014 11:00:00 PM,,10XX BLOCK OF E PIKE ST,C,C2,7500.4007,-122.318793871,47.614089799,"(47.614089799, -122.318793871)",7,2014
1097480,2014395065,2606,1,FRAUD-CHECK,2600,FRAUD,11/26/2014 12:28:00 PM,08/01/2014 12:28:00 PM,11/10/2014 11:59:00 PM,32XX BLOCK OF ALKI AV SW,W,W1,9701.3013,-122.419031799,47.575956116,"(47.575956116, -122.419031799)",8,2014
1094483,2014393355,2304,2,THEFT-LICENSE PLATE,2300,OTHER PROPERTY,11/24/2014 05:21:00 PM,08/01/2014 12:00:00 PM,11/24/2014 04:30:00 PM,23XX BLOCK OF NW 85 ST,B,B2,3100.1003,-122.385951803,47.690580569,"(47.690580569, -122.385951803)",8,2014
1097176,2014909200,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,11/24/2014 12:32:00 PM,08/15/2014 09:10:00 AM,08/15/2014 09:11:00 AM,42XX BLOCK OF UNIVERSITY WY NE,U,U2,5301.3008,-122.313187754,47.659054982,"(47.659054982, -122.313187754)",8,2014
1124985,2014909193,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,11/24/2014 10:17:00 AM,06/14/2014 12:00:00 AM,06/14/2014 12:00:00 AM,E PIKE ST / HARVARD AV,E,E2,8400.1017,-122.322110996,47.614064988,"(47.614064988, -122.322110996)",6,2014
482663,2014909193,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,11/24/2014 10:17:00 AM,06/14/2014 12:00:00 AM,06/14/2014 12:00:00 AM,E PIKE ST / HARVARD AV,E,E2,8400.1006,-122.322110996,47.614064988,"(47.614064988, -122.322110996)",6,2014
280279,2014909134,2605,0,FRAUD-CREDIT CARD,2600,FRAUD,11/22/2014 03:46:00 AM,08/22/2014 03:40:00 AM,11/22/2014 03:40:00 AM,17XX BLOCK OF BELLEVUE AV,E,E1,7402.3006,-122.326803609,47.616709299,"(47.616709299, -122.326803609)",8,2014
1092624,2014909134,2605,0,FRAUD-CREDIT CARD,2600,FRAUD,11/22/2014 03:46:00 AM,08/22/2014 03:40:00 AM,11/22/2014 03:40:00 AM,17XX BLOCK OF BELLEVUE AV,E,E1,8400.1006,-122.326803609,47.616709299,"(47.616709299, -122.326803609)",8,2014
280572,2014388553,2699,1,FRAUD-OTHER,2600,FRAUD,11/20/2014 02:25:00 PM,07/15/2014 12:00:00 AM,,7XX BLOCK OF 19 AV,G,G2,8700.1012,-122.307618134,47.608605048,"(47.608605048, -122.307618134)",7,2014
1092910,2014388553,2699,1,FRAUD-OTHER,2600,FRAUD,11/20/2014 02:25:00 PM,07/15/2014 12:00:00 AM,,7XX BLOCK OF 19 AV,G,G1,8700.1004,-122.307618134,47.608605048,"(47.608605048, -122.307618134)",7,2014
280570,2014909081,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,11/20/2014 09:11:00 AM,08/01/2014 09:00:00 AM,11/20/2014 09:00:00 AM,30XX BLOCK OF NW 73 ST,J,J2,3100.4013,-122.397052721,47.681648868,"(47.681648868, -122.397052721)",8,2014
1091968,2014909081,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,11/20/2014 09:11:00 AM,08/01/2014 09:00:00 AM,11/20/2014 09:00:00 AM,30XX BLOCK OF NW 73 ST,B,B2,3100.5004,-122.397052721,47.681648868,"(47.681648868, -122.397052721)",8,2014
280582,2014387289,2606,1,FRAUD-CHECK,2600,FRAUD,11/19/2014 01:36:00 PM,08/15/2014 12:00:00 PM,08/18/2014 11:30:00 PM,30XX BLOCK OF 61 AV SW,W,W1,9701.2004,-122.410712819,47.576823905,"(47.576823905, -122.410712819)",8,2014
1096979,2014387289,2606,1,FRAUD-CHECK,2600,FRAUD,11/19/2014 01:36:00 PM,08/15/2014 12:00:00 PM,08/18/2014 11:30:00 PM,30XX BLOCK OF 61 AV SW,W,W1,9701.2004,-122.410712819,47.576823905,"(47.576823905, -122.410712819)",8,2014
1091645,2014909025,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,11/18/2014 12:11:00 PM,08/17/2014 01:00:00 PM,08/17/2014 01:55:00 PM,14XX BLOCK OF S LANE ST,G,G2,9000.3020,-122.313436505,47.596654661,"(47.596654661, -122.313436505)",8,2014
1091299,2014385680,X,49,PROPERTY LOST - POLICE EQUIPME,X,LOST PROPERTY,11/18/2014 03:37:00 AM,07/01/2014 12:00:00 AM,11/18/2014 03:37:00 AM,23XX BLOCK OF SW WEBSTER ST,F,F1,10700.2000,-122.362150134,47.535515062,"(47.535515062, -122.362150134)",7,2014
1090835,2014385343,1316,4,THREATS-OTHER,1300,THREATS,11/17/2014 06:03:00 PM,08/01/2014 12:00:00 PM,11/16/2014 08:00:00 PM,5XX BLOCK OF N 79 ST,B,B3,2800.5011,-122.351206114,47.686217752,"(47.686217752, -122.351206114)",8,2014
1091033,2014385022,5309,0,HARASSMENT,5300,THREATS,11/17/2014 01:36:00 PM,07/01/2014 12:00:00 PM,11/17/2014 01:36:00 PM,15XX BLOCK OF 4 AV,K,K1,8100.2005,-122.336890511,47.610440248,"(47.610440248, -122.336890511)",7,2014
368963,2014384854,2501,0,FORGERY-CHECK,2500,FORGERY,11/17/2014 11:09:00 AM,08/19/2014 11:09:00 AM,11/13/2014 11:09:00 AM,23XX BLOCK OF W COMMODORE WY,Q,Q1,5801.4001,-122.386714617,47.660601678,"(47.660601678, -122.386714617)",8,2014
1092272,2014384854,2501,0,FORGERY-CHECK,2500,FORGERY,11/17/2014 11:09:00 AM,08/19/2014 11:09:00 AM,11/13/2014 11:09:00 AM,23XX BLOCK OF W COMMODORE WY,Q,Q1,5801.4003,-122.386714617,47.660601678,"(47.660601678, -122.386714617)",8,2014
1094610,2014384779,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/17/2014 09:43:00 AM,08/11/2014 12:00:00 PM,09/03/2014 12:00:00 PM,130XX BLOCK OF AURORA AV N,N,N1,401.1016,-122.344996832,47.725035551,"(47.725035551, -122.344996832)",8,2014
1088949,2014382958,X,48,PROPERTY LOST,X,LOST PROPERTY,11/15/2014 02:32:00 PM,08/15/2014 12:00:00 PM,,107XX BLOCK OF 17 AV SW,99,99,,-122.356457187,47.506026502,"(47.506026502, -122.356457187)",8,2014
