ID,LATITUDE,LONGITUDE,ELEVATION,STATE,NAME,GSNFLAG,HCNFLAG,WMOID,x,y,x_group,y_group,xy_group,hash
USS0009G06S,42.58,-109.09,2743.2,WY,Larsen Creek,,,,-8931923.179407924,4734686.66497607,-9005079.398956243 to -8907745.970239878,4718934.050051257 to 4816267.478767623,"-9005079.398956243 to -8907745.970239878, 4718934.050051257 to 4816267.478767623",e72edf6b06030aee04e53a3218d3aa73c5ab4ecfee976eb909045e34
USS0009G09S,42.65,-109.26,2767.6,WY,Big Sandy Opening,,,,-8935792.467953047,4742470.320836764,-9005079.398956243 to -8907745.970239878,4718934.050051257 to 4816267.478767623,"-9005079.398956243 to -8907745.970239878, 4718934.050051257 to 4816267.478767623",e72edf6b06030aee04e53a3218d3aa73c5ab4ecfee976eb909045e34
USS0009G11S,42.71,-109.41,2852.9,WY,Pocket Creek,,,,-8939423.646946926,4749142.025860216,-9005079.398956243 to -8907745.970239878,4718934.050051257 to 4816267.478767623,"-9005079.398956243 to -8907745.970239878, 4718934.050051257 to 4816267.478767623",e72edf6b06030aee04e53a3218d3aa73c5ab4ecfee976eb909045e34
USS0009J01S,40.72,-109.54,2659.1,UT,King's Cabin,,,,-9231537.726659555,4527863.809249074,-9297079.685105339 to -9199746.256388973,4524267.1926185265 to 4621600.621334893,"-9297079.685105339 to -9199746.256388973, 4524267.1926185265 to 4621600.621334893",568468aa8b7dd0e1383124532012e8de25efe75b8621820d4f7b1dea
USS0009J05S,40.61,-109.89,2898.6,UT,Mosby Mtn.,,,,-9276321.00885111,4515632.350039413,-9297079.685105339 to -9199746.256388973,4426933.763902161 to 4524267.192618527,"-9297079.685105339 to -9199746.256388973, 4426933.763902161 to 4524267.192618527",e41d6c6cbd7cf39898ee66087de4a7bdee9a98fa6285298a9bfc4bfb
USS0009J08S,40.91,-109.96,2787.4,UT,Hickerson Park,,,,-9240431.620842962,4548990.87515667,-9297079.685105339 to -9199746.256388973,4524267.1926185265 to 4621600.621334893,"-9297079.685105339 to -9199746.256388973, 4524267.1926185265 to 4621600.621334893",568468aa8b7dd0e1383124532012e8de25efe75b8621820d4f7b1dea
USS0009J16S,40.74,-109.67,2901.1,UT,Trout Creek,,,,-9239716.014840547,4530087.710923558,-9297079.685105339 to -9199746.256388973,4524267.1926185265 to 4621600.621334893,"-9297079.685105339 to -9199746.256388973, 4524267.1926185265 to 4621600.621334893",568468aa8b7dd0e1383124532012e8de25efe75b8621820d4f7b1dea
USS0009K01S,39.31,-109.53,2530.1,UT,East Willow Creek,,,,-9423406.260543635,4371078.741197965,-9491746.54253807 to -9394413.113821704,4329600.335185796 to 4426933.763902162,"-9491746.54253807 to -9394413.113821704, 4329600.335185796 to 4426933.763902162",85b68b1286cf578c257ee7f5c56dcbee647c9cb56163499d1ab85003
USS0009L01S,38.48,-109.29,2689.9,UT,Lasal Mountain-Lower,,,,-9513294.144324256,4278786.8217068855,-9589079.971254434 to -9491746.54253807,4232266.906469431 to 4329600.335185797,"-9589079.971254434 to -9491746.54253807, 4232266.906469431 to 4329600.335185797",3b0f2d55a5dda8cf6ee54d9e979e18926748d81e74bd74ff420b5d94
USS0009L03S,38.48,-109.27,2913.9,UT,Lasal Mountain,,,,-9511553.217589088,4278786.8217068855,-9589079.971254434 to -9491746.54253807,4232266.906469431 to 4329600.335185797,"-9589079.971254434 to -9491746.54253807, 4232266.906469431 to 4329600.335185797",3b0f2d55a5dda8cf6ee54d9e979e18926748d81e74bd74ff420b5d94
USS0009M01S,37.87,-109.45,2742.6,UT,Buckboard Flat,,,,-9607304.674551247,4210957.820635129,-9686413.3999708 to -9589079.971254434,4134933.4777530655 to 4232266.906469432,"-9686413.3999708 to -9589079.971254434, 4134933.4777530655 to 4232266.906469432",eef2fd22400c6da1a37e7f9b01d66265b716698e541dfe7f2b38eef8
USS0009M02S,37.81,-109.49,2733.4,UT,Camp Jackson,,,,-9618637.003824707,4204286.115611678,-9686413.3999708 to -9589079.971254434,4134933.4777530655 to 4232266.906469432,"-9686413.3999708 to -9589079.971254434, 4134933.4777530655 to 4232266.906469432",eef2fd22400c6da1a37e7f9b01d66265b716698e541dfe7f2b38eef8
USS0009N05S,36.33,-109.06,2804.2,AZ,Beaver Spring,,,,-9769680.147891074,4039717.391699874,-9783746.828687165 to -9686413.3999708,4037600.0490367003 to 4134933.477753066,"-9783746.828687165 to -9686413.3999708, 4037600.0490367003 to 4134933.477753066",0a417f8c9d2c7f8c76229df462809d504131c9cee8686af4dbccade9
USS0009S01S,33.98,-109.5,2781.3,AZ,Baldy,,,,-10096622.854913723,3778408.9449480237,-10173080.543552626 to -10075747.11483626,3745599.7628876045 to 3842933.1916039702,"-10173080.543552626 to -10075747.11483626, 3745599.7628876045 to 3842933.1916039702",9140b3fe6596a9a7f311d7a2d1c3f9a0b80530c04b3e5b6da68719c0
USS0009S02S,33.92,-109.46,2804.2,AZ,Maverick Fork,,,,-10100052.769271657,3771737.239924573,-10173080.543552626 to -10075747.11483626,3745599.7628876045 to 3842933.1916039702,"-10173080.543552626 to -10075747.11483626, 3745599.7628876045 to 3842933.1916039702",9140b3fe6596a9a7f311d7a2d1c3f9a0b80530c04b3e5b6da68719c0
USS0009S04S,33.9,-109.16,2590.8,AZ,Nutrioso,,,,-10074735.048813589,3769513.3382500885,-10075747.11483626 to -9978413.686119895,3745599.7628876045 to 3842933.1916039702,"-10075747.11483626 to -9978413.686119895, 3745599.7628876045 to 3842933.1916039702",69d25a10e68ef4f2f3ff8bcf568205b26b670eed477749348b96f1bd
USS0009S06S,33.69,-109.22,2435.4,AZ,Beaver Head,,,,-10105031.651424015,3746162.3706680085,-10173080.543552626 to -10075747.11483626,3745599.7628876045 to 3842933.1916039702,"-10173080.543552626 to -10075747.11483626, 3745599.7628876045 to 3842933.1916039702",9140b3fe6596a9a7f311d7a2d1c3f9a0b80530c04b3e5b6da68719c0
USS0009S07S,33.8,-109.15,2560.3,AZ,Coronado Trail,,,,-10085611.460301496,3758393.8298776695,-10173080.543552626 to -10075747.11483626,3745599.7628876045 to 3842933.1916039702,"-10173080.543552626 to -10075747.11483626, 3745599.7628876045 to 3842933.1916039702",9140b3fe6596a9a7f311d7a2d1c3f9a0b80530c04b3e5b6da68719c0
USS0009S11S,33.65,-109.31,2749.3,AZ,Hannagan Meadows,,,,-10118062.94294997,3741714.5673190407,-10173080.543552626 to -10075747.11483626,3648266.3341712393 to 3745599.762887605,"-10173080.543552626 to -10075747.11483626, 3648266.3341712393 to 3745599.762887605",8aa9f1f0e7bc72cab0470e767f08b111c38b8cfcb777230d77024371
USS0009S18S,33.76,-109.48,2392.7,AZ,Wildcat,,,,-10120829.299137313,3753946.0265287017,-10173080.543552626 to -10075747.11483626,3745599.7628876045 to 3842933.1916039702,"-10173080.543552626 to -10075747.11483626, 3745599.7628876045 to 3842933.1916039702",9140b3fe6596a9a7f311d7a2d1c3f9a0b80530c04b3e5b6da68719c0
USS0010C03S,46.11,-110.47,1981.2,MT,Porcupine,,,,-8516009.600253098,5127205.310522466,-8518412.255374417 to -8421078.826658051,5108267.764916718 to 5205601.193633084,"-8518412.255374417 to -8421078.826658051, 5108267.764916718 to 5205601.193633084",fae43df58503f80696f4d6eca93e62a0422520a2b71631b07744f120
USS0010C06S,46.78,-110.62,2468.9,MT,Spur Park,,,,-8423332.755202504,5201706.016617674,-8518412.255374417 to -8421078.826658051,5108267.764916718 to 5205601.193633084,"-8518412.255374417 to -8421078.826658051, 5108267.764916718 to 5205601.193633084",fae43df58503f80696f4d6eca93e62a0422520a2b71631b07744f120
USS0010C08S,46.09,-110.43,2468.9,MT,S Fork Shields,,,,-8516014.524813743,5124981.408847983,-8518412.255374417 to -8421078.826658051,5108267.764916718 to 5205601.193633084,"-8518412.255374417 to -8421078.826658051, 5108267.764916718 to 5205601.193633084",fae43df58503f80696f4d6eca93e62a0422520a2b71631b07744f120
USS0010C09S,46.79,-110.68,1966.0,MT,Deadman Creek,,,,-8426336.11718628,5202817.967454916,-8518412.255374417 to -8421078.826658051,5108267.764916718 to 5205601.193633084,"-8518412.255374417 to -8421078.826658051, 5108267.764916718 to 5205601.193633084",fae43df58503f80696f4d6eca93e62a0422520a2b71631b07744f120
USS0010C15S,46.67,-110.33,2316.5,MT,Daisy Peak,,,,-8418398.647098374,5189474.557408013,-8421078.826658051 to -8323745.397941685,5108267.764916718 to 5205601.193633084,"-8421078.826658051 to -8323745.397941685, 5108267.764916718 to 5205601.193633084",eb5fc1ccee6b3f36725c0320e4fc1c3bb291929b0b8b5dc98267f808
USS0010C22S,46.91,-110.85,2258.6,MT,Onion Park,,,,-8420444.55564874,5216161.377501818,-8421078.826658051 to -8323745.397941685,5205601.193633083 to 5302934.622349449,"-8421078.826658051 to -8323745.397941685, 5205601.193633083 to 5302934.622349449",8898adff332fcdda7f3aa4cacefe3f1b756785599ce8a8da6cb57490
USS0010C23S,46.93,-110.9,1996.4,MT,Stringer Creek,,,,-8421098.658415195,5218385.279176303,-8518412.255374417 to -8421078.826658051,5205601.193633083 to 5302934.622349449,"-8518412.255374417 to -8421078.826658051, 5205601.193633083 to 5302934.622349449",81eb07b3309e7fb2069060f257472c439fa2ed3e9bd276dd0310013f
USS0010C27S,46.48,-110.71,2316.5,MT,Elk Peak,,,,-8477042.003134128,5168347.491500417,-8518412.255374417 to -8421078.826658051,5108267.764916718 to 5205601.193633084,"-8518412.255374417 to -8421078.826658051, 5108267.764916718 to 5205601.193633084",fae43df58503f80696f4d6eca93e62a0422520a2b71631b07744f120
USS0010D07S,45.01,-110.01,2240.3,MT,Northeast Entrance,,,,-8648224.223819502,5004890.718425855,-8713079.112807147 to -8615745.684090782,4913600.9074839875 to 5010934.336200354,"-8713079.112807147 to -8615745.684090782, 4913600.9074839875 to 5010934.336200354",f3f9b81250553b8dfd15d00a614b824c8441fa19eec753d737aefac5
USS0010D10S,45.87,-110.93,1996.4,MT,Sacajawea,,,,-8588631.179404892,5100518.49042866,-8615745.684090782 to -8518412.255374417,5010934.336200353 to 5108267.764916719,"-8615745.684090782 to -8518412.255374417, 5010934.336200353 to 5108267.764916719",29136d6a5241b92cfee08904d514191103a8b41a49fa998a2468fbf2
USS0010D12S,45.22,-110.24,2697.5,MT,Monument Peak,,,,-8634472.334785303,5028241.686007936,-8713079.112807147 to -8615745.684090782,5010934.336200353 to 5108267.764916719,"-8713079.112807147 to -8615745.684090782, 5010934.336200353 to 5108267.764916719",e6f298d338157f733f409fd094ab4a99473321ae84d07d29b8bbe094
USS0010D13S,45.5,-110.97,2090.9,MT,Lick Creek,,,,-8648742.610354243,5059376.309450709,-8713079.112807147 to -8615745.684090782,5010934.336200353 to 5108267.764916719,"-8713079.112807147 to -8615745.684090782, 5010934.336200353 to 5108267.764916719",e6f298d338157f733f409fd094ab4a99473321ae84d07d29b8bbe094
USS0010D16S,45.4,-110.96,2468.9,MT,Shower Falls,,,,-8663309.355463702,5048256.80107829,-8713079.112807147 to -8615745.684090782,5010934.336200353 to 5108267.764916719,"-8713079.112807147 to -8615745.684090782, 5010934.336200353 to 5108267.764916719",e6f298d338157f733f409fd094ab4a99473321ae84d07d29b8bbe094
USS0010D24S,45.42,-110.09,2691.4,MT,Placer Basin,,,,-8592340.19728906,5050480.702752775,-8615745.684090782 to -8518412.255374417,5010934.336200353 to 5108267.764916719,"-8615745.684090782 to -8518412.255374417, 5010934.336200353 to 5108267.764916719",29136d6a5241b92cfee08904d514191103a8b41a49fa998a2468fbf2
USS0010D31S,45.27,-110.25,2033.0,MT,Box Canyon,,,,-8627658.515513266,5033801.440194146,-8713079.112807147 to -8615745.684090782,5010934.336200353 to 5108267.764916719,"-8713079.112807147 to -8615745.684090782, 5010934.336200353 to 5108267.764916719",e6f298d338157f733f409fd094ab4a99473321ae84d07d29b8bbe094
USS0010D35S,45.89,-110.94,2231.1,MT,Brackett Creek,,,,-8586314.162163852,5102742.392103144,-8615745.684090782 to -8518412.255374417,5010934.336200353 to 5108267.764916719,"-8615745.684090782 to -8518412.255374417, 5010934.336200353 to 5108267.764916719",29136d6a5241b92cfee08904d514191103a8b41a49fa998a2468fbf2
USS0010D39S,45.5,-110.08,1930.9,MT,East Boulder Mine,,,,-8579378.089103317,5059376.309450709,-8615745.684090782 to -8518412.255374417,5010934.336200353 to 5108267.764916719,"-8615745.684090782 to -8518412.255374417, 5010934.336200353 to 5108267.764916719",29136d6a5241b92cfee08904d514191103a8b41a49fa998a2468fbf2
USS0010E03S,44.72,-110.51,2398.8,WY,Canyon,,,,-8731406.189218994,4972644.14414584,-8810412.541523512 to -8713079.112807147,4913600.9074839875 to 5010934.336200354,"-8810412.541523512 to -8713079.112807147, 4913600.9074839875 to 5010934.336200354",d4faa0fff0da9ee3d920b402125b683d273f441942007aedf659566b
USS0010E06S,44.48,-110.16,2566.4,WY,Sylvan Lake,,,,-8739779.778049994,4945957.324052034,-8810412.541523512 to -8713079.112807147,4913600.9074839875 to 5010934.336200354,"-8810412.541523512 to -8713079.112807147, 4913600.9074839875 to 5010934.336200354",d4faa0fff0da9ee3d920b402125b683d273f441942007aedf659566b
USS0010E07S,44.37,-110.58,2432.3,WY,Thumb Divide,,,,-8789625.360021083,4933725.864842373,-8810412.541523512 to -8713079.112807147,4913600.9074839875 to 5010934.336200354,"-8810412.541523512 to -8713079.112807147, 4913600.9074839875 to 5010934.336200354",d4faa0fff0da9ee3d920b402125b683d273f441942007aedf659566b
USS0010E09S,44.21,-110.67,2392.7,WY,Lewis Lake Divide,,,,-8820775.698715394,4915934.651446503,-8907745.970239878 to -8810412.541523512,4913600.9074839875 to 5010934.336200354,"-8907745.970239878 to -8810412.541523512, 4913600.9074839875 to 5010934.336200354",8cad03ad9ab8542c2ee4b5e8ecf189975a2184c4889087fc7bf7c84f
USS0010E12S,44.13,-110.67,2109.2,WY,Snake River Station,,,,-8832748.189086542,4907039.044748567,-8907745.970239878 to -8810412.541523512,4816267.478767622 to 4913600.907483988,"-8907745.970239878 to -8810412.541523512, 4816267.478767622 to 4913600.907483988",fb0cf1328b88a6b4598eb671248c5f11ed348349c244c21d8214679b
USS0010E15S,44.13,-110.83,2214.4,WY,Grassy Lake,,,,-8845518.042798059,4907039.044748567,-8907745.970239878 to -8810412.541523512,4816267.478767622 to 4913600.907483988,"-8907745.970239878 to -8810412.541523512, 4816267.478767622 to 4913600.907483988",fb0cf1328b88a6b4598eb671248c5f11ed348349c244c21d8214679b
USS0010E17S,44.15,-110.22,2816.4,WY,Two Ocean Plateau,,,,-8793853.630286744,4909262.946423051,-8810412.541523512 to -8713079.112807147,4816267.478767622 to 4913600.907483988,"-8810412.541523512 to -8713079.112807147, 4816267.478767622 to 4913600.907483988",0c1bd8673518114ba658ef0f92ef8039af4ab6a9ac2f4d2a4433c24f
USS0010E20S,44.46,-110.14,2170.2,WY,Sylvan Road,,,,-8741187.838440288,4943733.42237755,-8810412.541523512 to -8713079.112807147,4913600.9074839875 to 5010934.336200354,"-8810412.541523512 to -8713079.112807147, 4913600.9074839875 to 5010934.336200354",d4faa0fff0da9ee3d920b402125b683d273f441942007aedf659566b
USS0010F02S,43.95,-110.45,2142.7,WY,Base Camp,,,,-8842011.323015066,4887023.929678213,-8907745.970239878 to -8810412.541523512,4816267.478767622 to 4913600.907483988,"-8907745.970239878 to -8810412.541523512, 4816267.478767622 to 4913600.907483988",fb0cf1328b88a6b4598eb671248c5f11ed348349c244c21d8214679b
USS0010F09S,43.75,-110.06,2920.0,WY,Togwotee Pass,,,,-8840384.735737482,4864784.912933374,-8907745.970239878 to -8810412.541523512,4816267.478767622 to 4913600.907483988,"-8907745.970239878 to -8810412.541523512, 4816267.478767622 to 4913600.907483988",fb0cf1328b88a6b4598eb671248c5f11ed348349c244c21d8214679b
USS0010F15S,43.25,-110.02,2359.2,WY,Kendall R.S.,,,,-8910659.633037405,4809187.371071279,-9005079.398956243 to -8907745.970239878,4718934.050051257 to 4816267.478767623,"-9005079.398956243 to -8907745.970239878, 4718934.050051257 to 4816267.478767623",e72edf6b06030aee04e53a3218d3aa73c5ab4ecfee976eb909045e34
USS0010F16S,43.17,-110.14,2511.6,WY,Loomis Park,,,,-8932086.566842265,4800291.764373343,-9005079.398956243 to -8907745.970239878,4718934.050051257 to 4816267.478767623,"-9005079.398956243 to -8907745.970239878, 4718934.050051257 to 4816267.478767623",e72edf6b06030aee04e53a3218d3aa73c5ab4ecfee976eb909045e34
USS0010F17S,43.13,-110.2,2417.1,WY,East Rim Divide,,,,-8942803.068609597,4795843.961024376,-9005079.398956243 to -8907745.970239878,4718934.050051257 to 4816267.478767623,"-9005079.398956243 to -8907745.970239878, 4718934.050051257 to 4816267.478767623",e72edf6b06030aee04e53a3218d3aa73c5ab4ecfee976eb909045e34
USS0010F19S,43.39,-110.13,2667.0,WY,Gros Ventre Summit,,,,-8899039.736950949,4824754.682792665,-8907745.970239878 to -8810412.541523512,4816267.478767622 to 4913600.907483988,"-8907745.970239878 to -8810412.541523512, 4816267.478767622 to 4913600.907483988",fb0cf1328b88a6b4598eb671248c5f11ed348349c244c21d8214679b
USS0010F23S,43.52,-110.91,2499.4,WY,Phillips Bench,,,,-8942822.022366242,4839210.04367681,-9005079.398956243 to -8907745.970239878,4816267.478767622 to 4913600.907483988,"-9005079.398956243 to -8907745.970239878, 4816267.478767622 to 4913600.907483988",c709be90aa306c6e4ef1b347720daf29707d2c3bf33dfaa47448b4d7
USS0010F29S,43.34,-110.43,2063.5,WY,Granite Creek,,,,-8930639.053566428,4819194.928606456,-9005079.398956243 to -8907745.970239878,4816267.478767622 to 4913600.907483988,"-9005079.398956243 to -8907745.970239878, 4816267.478767622 to 4913600.907483988",c709be90aa306c6e4ef1b347720daf29707d2c3bf33dfaa47448b4d7
USS0010F30S,43.78,-110.93,2822.4,WY,Grand Targhee,,,,-8905798.6509326,4868120.7654451,-8907745.970239878 to -8810412.541523512,4816267.478767622 to 4913600.907483988,"-8907745.970239878 to -8810412.541523512, 4816267.478767622 to 4913600.907483988",fb0cf1328b88a6b4598eb671248c5f11ed348349c244c21d8214679b
USS0010G02S,42.96,-110.61,2636.5,WY,Blind Bull Sum,,,,-9000983.762268944,4776940.796791263,-9005079.398956243 to -8907745.970239878,4718934.050051257 to 4816267.478767623,"-9005079.398956243 to -8907745.970239878, 4718934.050051257 to 4816267.478767623",e72edf6b06030aee04e53a3218d3aa73c5ab4ecfee976eb909045e34
USS0010G08S,42.51,-110.91,2365.2,WY,Salt River Summit,,,,-9091126.62663854,4726903.0091153765,-9102412.827672608 to -9005079.398956243,4718934.050051257 to 4816267.478767623,"-9102412.827672608 to -9005079.398956243, 4718934.050051257 to 4816267.478767623",7ff0c385a269d6320bffed1d75e80ae14e745308bef69a5cf0edc9ab
USS0010G12S,42.27,-110.81,2493.3,WY,Kelley R.S.,,,,-9117725.390469452,4700216.189021572,-9199746.256388973 to -9102412.827672608,4621600.621334892 to 4718934.050051258,"-9199746.256388973 to -9102412.827672608, 4621600.621334892 to 4718934.050051258",8112331540d5b845a278c67568fef1b52df9541daaa2b056b285cf05
USS0010G13S,42.49,-110.53,2456.7,WY,Snider Basin,,,,-9062876.983241152,4724679.107440894,-9102412.827672608 to -9005079.398956243,4718934.050051257 to 4816267.478767623,"-9102412.827672608 to -9005079.398956243, 4718934.050051257 to 4816267.478767623",7ff0c385a269d6320bffed1d75e80ae14e745308bef69a5cf0edc9ab
USS0010G15S,42.76,-110.59,2590.8,WY,Triple Peak,,,,-9028554.113511657,4754701.780046425,-9102412.827672608 to -9005079.398956243,4718934.050051257 to 4816267.478767623,"-9102412.827672608 to -9005079.398956243, 4718934.050051257 to 4816267.478767623",7ff0c385a269d6320bffed1d75e80ae14e745308bef69a5cf0edc9ab
USS0010G20S,42.53,-110.66,2743.2,WY,Spring Creek Divide,,,,-9067731.599207776,4729126.910789861,-9102412.827672608 to -9005079.398956243,4718934.050051257 to 4816267.478767623,"-9102412.827672608 to -9005079.398956243, 4718934.050051257 to 4816267.478767623",7ff0c385a269d6320bffed1d75e80ae14e745308bef69a5cf0edc9ab
USS0010G22S,42.3,-110.68,2872.7,WY,Indian Creek,,,,-9102693.040668998,4703552.041533296,-9199746.256388973 to -9102412.827672608,4621600.621334892 to 4718934.050051258,"-9199746.256388973 to -9102412.827672608, 4621600.621334892 to 4718934.050051258",8112331540d5b845a278c67568fef1b52df9541daaa2b056b285cf05
USS0010G23S,42.82,-110.84,2554.2,WY,Willow Creek,,,,-9040196.482040444,4761373.485069877,-9102412.827672608 to -9005079.398956243,4718934.050051257 to 4816267.478767623,"-9102412.827672608 to -9005079.398956243, 4718934.050051257 to 4816267.478767623",7ff0c385a269d6320bffed1d75e80ae14e745308bef69a5cf0edc9ab
USS0010G24S,42.15,-110.68,2389.6,WY,Hams Fork,,,,-9124346.17617671,4686872.778974668,-9199746.256388973 to -9102412.827672608,4621600.621334892 to 4718934.050051258,"-9199746.256388973 to -9102412.827672608, 4621600.621334892 to 4718934.050051258",8112331540d5b845a278c67568fef1b52df9541daaa2b056b285cf05
USS0010G25S,42.65,-110.81,2337.8,WY,Cottonwood Creek,,,,-9062558.698278211,4742470.320836764,-9102412.827672608 to -9005079.398956243,4718934.050051257 to 4816267.478767623,"-9102412.827672608 to -9005079.398956243, 4718934.050051257 to 4816267.478767623",7ff0c385a269d6320bffed1d75e80ae14e745308bef69a5cf0edc9ab
USS0010J01S,40.92,-110.19,2788.9,UT,Hole-in-Rock,,,,-9258358.978589991,4550102.825993913,-9297079.685105339 to -9199746.256388973,4524267.1926185265 to 4621600.621334893,"-9297079.685105339 to -9199746.256388973, 4524267.1926185265 to 4621600.621334893",568468aa8b7dd0e1383124532012e8de25efe75b8621820d4f7b1dea
USS0010J04S,40.95,-110.48,2901.4,UT,Hewinta,,,,-9278510.818454258,4553438.678505639,-9297079.685105339 to -9199746.256388973,4524267.1926185265 to 4621600.621334893,"-9297079.685105339 to -9199746.256388973, 4524267.1926185265 to 4621600.621334893",568468aa8b7dd0e1383124532012e8de25efe75b8621820d4f7b1dea
USS0010J06S,40.98,-110.85,2438.4,UT,Burts Miller Ranch,,,,-9305353.61901158,4556774.531017364,-9394413.113821704 to -9297079.685105339,4524267.1926185265 to 4621600.621334893,"-9394413.113821704 to -9297079.685105339, 4524267.1926185265 to 4621600.621334893",44b7d4a3623650cb4e6b194f5b7b506ed4ccd0e48f804d960bdb3237
USS0010J10S,40.6,-110.43,3174.5,UT,Lakefork #1,,,,-9323299.736465665,4514520.399202172,-9394413.113821704 to -9297079.685105339,4426933.763902161 to 4524267.192618527,"-9394413.113821704 to -9297079.685105339, 4426933.763902161 to 4524267.192618527",5b747cd9af85a57d0fb4c70f407a5875a58e84a94c911acc3106a05d
USS0010J12S,40.55,-110.35,2579.8,UT,Lakefork #3,,,,-9323510.450285165,4508960.6450159615,-9394413.113821704 to -9297079.685105339,4426933.763902161 to 4524267.192618527,"-9394413.113821704 to -9297079.685105339, 4426933.763902161 to 4524267.192618527",5b747cd9af85a57d0fb4c70f407a5875a58e84a94c911acc3106a05d
USS0010J17S,40.89,-110.83,2675.2,UT,Bear River RS,,,,-9316358.184481213,4546766.973482187,-9394413.113821704 to -9297079.685105339,4524267.1926185265 to 4621600.621334893,"-9394413.113821704 to -9297079.685105339, 4524267.1926185265 to 4621600.621334893",44b7d4a3623650cb4e6b194f5b7b506ed4ccd0e48f804d960bdb3237
USS0010J18S,40.55,-110.69,2404.6,UT,Rock Creek,,,,-9352237.170295104,4508960.6450159615,-9394413.113821704 to -9297079.685105339,4426933.763902161 to 4524267.192618527,"-9394413.113821704 to -9297079.685105339, 4426933.763902161 to 4524267.192618527",5b747cd9af85a57d0fb4c70f407a5875a58e84a94c911acc3106a05d
USS0010J20S,40.91,-110.5,3109.0,UT,Steel Creek Park,,,,-9285810.24102535,4548990.87515667,-9297079.685105339 to -9199746.256388973,4524267.1926185265 to 4621600.621334893,"-9297079.685105339 to -9199746.256388973, 4524267.1926185265 to 4621600.621334893",568468aa8b7dd0e1383124532012e8de25efe75b8621820d4f7b1dea
USS0010J21S,40.88,-110.54,2852.9,UT,EF Blacks Fork GS,,,,-9293384.98760937,4545655.022644945,-9297079.685105339 to -9199746.256388973,4524267.1926185265 to 4621600.621334893,"-9297079.685105339 to -9199746.256388973, 4524267.1926185265 to 4621600.621334893",568468aa8b7dd0e1383124532012e8de25efe75b8621820d4f7b1dea
USS0010J22S,40.96,-110.58,2703.6,UT,Blacks Fork Jct,,,,-9285502.518873485,4554550.62934288,-9297079.685105339 to -9199746.256388973,4524267.1926185265 to 4621600.621334893,"-9297079.685105339 to -9199746.256388973, 4524267.1926185265 to 4621600.621334893",568468aa8b7dd0e1383124532012e8de25efe75b8621820d4f7b1dea
USS0010J23S,40.84,-110.66,2956.6,UT,Buck Pasture,,,,-9309093.653251946,4541207.219295978,-9394413.113821704 to -9297079.685105339,4524267.1926185265 to 4621600.621334893,"-9394413.113821704 to -9297079.685105339, 4524267.1926185265 to 4621600.621334893",44b7d4a3623650cb4e6b194f5b7b506ed4ccd0e48f804d960bdb3237
USS0010J25S,40.74,-110.62,3342.4,UT,Lakefork Basin,,,,-9319753.675222589,4530087.710923558,-9394413.113821704 to -9297079.685105339,4524267.1926185265 to 4621600.621334893,"-9394413.113821704 to -9297079.685105339, 4524267.1926185265 to 4621600.621334893",44b7d4a3623650cb4e6b194f5b7b506ed4ccd0e48f804d960bdb3237
USS0010J26S,40.72,-110.47,3334.5,UT,Five Points Lake,,,,-9309913.937046569,4527863.809249074,-9394413.113821704 to -9297079.685105339,4524267.1926185265 to 4621600.621334893,"-9394413.113821704 to -9297079.685105339, 4524267.1926185265 to 4621600.621334893",44b7d4a3623650cb4e6b194f5b7b506ed4ccd0e48f804d960bdb3237
USS0010J30S,40.58,-110.59,3230.9,UT,Brown Duck,,,,-9339600.964135177,4512296.497527687,-9394413.113821704 to -9297079.685105339,4426933.763902161 to 4524267.192618527,"-9394413.113821704 to -9297079.685105339, 4426933.763902161 to 4524267.192618527",5b747cd9af85a57d0fb4c70f407a5875a58e84a94c911acc3106a05d
USS0010J35S,40.86,-110.8,2790.7,UT,Lily Lake,,,,-9318057.96273195,4543431.120970461,-9394413.113821704 to -9297079.685105339,4524267.1926185265 to 4621600.621334893,"-9394413.113821704 to -9297079.685105339, 4524267.1926185265 to 4621600.621334893",44b7d4a3623650cb4e6b194f5b7b506ed4ccd0e48f804d960bdb3237
USS0010J43S,40.77,-110.01,3228.4,UT,Chepeta,,,,-9264179.74923667,4533423.563435284,-9297079.685105339 to -9199746.256388973,4524267.1926185265 to 4621600.621334893,"-9297079.685105339 to -9199746.256388973, 4524267.1926185265 to 4621600.621334893",568468aa8b7dd0e1383124532012e8de25efe75b8621820d4f7b1dea
USS0010J44S,40.8,-110.88,2807.8,UT,Hayden Fork,,,,-9333227.378280515,4536759.415947009,-9394413.113821704 to -9297079.685105339,4524267.1926185265 to 4621600.621334893,"-9394413.113821704 to -9297079.685105339, 4524267.1926185265 to 4621600.621334893",44b7d4a3623650cb4e6b194f5b7b506ed4ccd0e48f804d960bdb3237
USS0010J52S,40.68,-110.95,3045.6,UT,Trial Lake,,,,-9355982.643845014,4523416.005900106,-9394413.113821704 to -9297079.685105339,4426933.763902161 to 4524267.192618527,"-9394413.113821704 to -9297079.685105339, 4426933.763902161 to 4524267.192618527",5b747cd9af85a57d0fb4c70f407a5875a58e84a94c911acc3106a05d
USS0010J55S,40.84,-110.01,3119.6,UT,Spirit Lk,,,,-9254413.45377053,4541207.219295978,-9297079.685105339 to -9199746.256388973,4524267.1926185265 to 4621600.621334893,"-9297079.685105339 to -9199746.256388973, 4524267.1926185265 to 4621600.621334893",568468aa8b7dd0e1383124532012e8de25efe75b8621820d4f7b1dea
