ID,LATITUDE,LONGITUDE,ELEVATION,STATE,NAME,GSNFLAG,HCNFLAG,WMOID,x,y,x_group,y_group,xy_group,hash
AE000041196,25.333000000000002,55.516999999999996,34.0,,SHARJAH INTER. AIRP,GSN,,41196.0,5579577.7794616,2816905.0559849413,5497601.479782179 to 5594934.908498545,2772265.475723952 to 2869598.904440318,"5497601.479782179 to 5594934.908498545, 2772265.475723952 to 2869598.904440318",1f6f0e89f4e937d934fe9acde2545e0d66bbcfe3b6632044cdb9f6ba
AEM00041194,25.255,55.364,10.4,,DUBAI INTL,,,41194.0,5567781.753973064,2808231.839454454,5497601.479782179 to 5594934.908498545,2772265.475723952 to 2869598.904440318,"5497601.479782179 to 5594934.908498545, 2772265.475723952 to 2869598.904440318",1f6f0e89f4e937d934fe9acde2545e0d66bbcfe3b6632044cdb9f6ba
AEM00041217,24.433000000000003,54.651,26.8,,ABU DHABI INTL,,,41217.0,5532707.240983539,2716829.480633169,5497601.479782179 to 5594934.908498545,2674932.047007587 to 2772265.4757239525,"5497601.479782179 to 5594934.908498545, 2674932.047007587 to 2772265.4757239525",35c9093084d26708afc5b482ea15ba52e3f20fb7cd781f287e44da25
AEM00041218,24.261999999999997,55.608999999999995,264.9,,AL AIN INTL,,,41218.0,5637300.619174902,2697815.121316332,5594934.908498544 to 5692268.33721491,2674932.047007587 to 2772265.4757239525,"5594934.908498544 to 5692268.33721491, 2674932.047007587 to 2772265.4757239525",2a6a7edad90579049fd1b3c3a990e8a8be90cb1975118e16bf2be0a3
AFM00040990,31.5,65.85,1010.0,,KANDAHAR AIRPORT,,,40990.0,6243198.625320172,3502645.1373120295,6178935.480796736 to 6276268.909513102,3453599.476738509 to 3550932.9054548745,"6178935.480796736 to 6276268.909513102, 3453599.476738509 to 3550932.9054548745",039e75bbef55baa3fecc0568dc3b245666a98b1bcba6b4330263d805
AG000060390,36.7167,3.25,24.0,,ALGER-DAR EL BEIDA,GSN,,60390.0,289685.9454267627,4082716.530576019,241596.3290984556 to 338929.7578148215,4037600.0490367003 to 4134933.477753066,"241596.3290984556 to 338929.7578148215, 4037600.0490367003 to 4134933.477753066",48b283514a28345d4229fc18d3d7560b150a5bfb6c2f5099b9e4ae39
AG000060590,30.5667,2.8667,397.0,,EL-GOLEA,GSN,,60590.0,274466.92507029494,3398866.765672242,241596.3290984556 to 338929.7578148215,3356266.0480221435 to 3453599.4767385093,"241596.3290984556 to 338929.7578148215, 3356266.0480221435 to 3453599.4767385093",a7baf93a7b7b45104090ecc99c6a180bea3e09b1242d9a4e842ff1f8
AG000060611,28.05,9.6331,561.0,,IN-AMENAS,GSN,,60611.0,945333.0794973391,3119022.0984635693,922930.3301130123 to 1020263.7588293783,3064265.761873048 to 3161599.1905894135,"922930.3301130123 to 1020263.7588293783, 3064265.761873048 to 3161599.1905894135",65dec05c5044f25f9d23791cc08f321e687bfc6babdb00fb02ca2c9d
AG000060680,22.8,5.4331,1362.0,,TAMANRASSET,GSN,,60680.0,556928.881870599,2535247.9089115644,533596.6152475514 to 630930.0439639173,2480265.1895748563 to 2577598.618291222,"533596.6152475514 to 630930.0439639173, 2480265.1895748563 to 2577598.618291222",e094ef4d8963e9cbdd0798b91dfba0287524d37cf80818715fc01d40
AGE00147708,36.72,4.05,222.0,,TIZI OUZOU,,,60395.0,360977.74737272237,4083083.4743523085,338929.75781482086 to 436263.18653118674,4037600.0490367003 to 4134933.477753066,"338929.75781482086 to 436263.18653118674, 4037600.0490367003 to 4134933.477753066",433cdbd31331af05a10c59782423392d33e00cab736a13d838450d12
AGE00147710,36.75,5.1,9.0,,BEJAIA-BOUGIE (PORT),,,60401.0,454386.9724112013,4086419.3268640344,436263.1865311861 to 533596.615247552,4037600.0490367003 to 4134933.477753066,"436263.1865311861 to 533596.615247552, 4037600.0490367003 to 4134933.477753066",e7de7102294f0e52cf235f6c054c70d5b72639a498a1abb40b026cb4
AGE00147716,35.1,-1.85,83.0,,NEMOURS (GHAZAOUET),,,60517.0,-168302.31870679822,3902947.438719119,-245070.81448337063 to -147737.38576700474,3842933.19160397 to 3940266.6203203355,"-245070.81448337063 to -147737.38576700474, 3842933.19160397 to 3940266.6203203355",3cfe6abc8fb6c850986125dfe3cb3b12f5a24bcfec22f0e5c8769b5c
AGE00147718,34.85,5.72,125.0,,BISKRA,,,60525.0,521963.3878219887,3875148.667788071,436263.1865311861 to 533596.615247552,3842933.19160397 to 3940266.6203203355,"436263.1865311861 to 533596.615247552, 3842933.19160397 to 3940266.6203203355",4a986f56d233801843eabe75ec784d99753222d7da0d47bd34467fbd
AGE00147719,33.7997,2.89,767.0,,LAGHOUAT,,,60545.0,267040.9462854509,3758360.4713525525,241596.3290984556 to 338929.7578148215,3745599.7628876045 to 3842933.1916039702,"241596.3290984556 to 338929.7578148215, 3745599.7628876045 to 3842933.1916039702",a7b481bb52e6360d9bddffffa9d0e5d3ed02da0962eca892a0f8cddb
AGM00060351,36.795,5.874,11.0,,JIJEL,,,60351.0,523039.7813565647,4091423.1056316234,436263.1865311861 to 533596.615247552,4037600.0490367003 to 4134933.477753066,"436263.1865311861 to 533596.615247552, 4037600.0490367003 to 4134933.477753066",e7de7102294f0e52cf235f6c054c70d5b72639a498a1abb40b026cb4
AGM00060353,36.817,5.882999999999999,6.0,,JIJEL-PORT,,,60353.0,523690.6865850079,4093869.397473555,436263.1865311861 to 533596.615247552,4037600.0490367003 to 4134933.477753066,"436263.1865311861 to 533596.615247552, 4037600.0490367003 to 4134933.477753066",e7de7102294f0e52cf235f6c054c70d5b72639a498a1abb40b026cb4
AGM00060355,36.933,6.95,7.0,,SKIKDA,,,60355.0,617733.6156891342,4106768.0271855616,533596.6152475514 to 630930.0439639173,4037600.0490367003 to 4134933.477753066,"533596.6152475514 to 630930.0439639173, 4037600.0490367003 to 4134933.477753066",b5f514bea3176c0de0fe0c69efb8717ca95f446924216e17df5d2051
AGM00060360,36.821999999999996,7.809,4.9,,ANNABA,,,60360.0,695093.2199972192,4094425.372892176,630930.0439639166 to 728263.4726802825,4037600.0490367003 to 4134933.477753066,"630930.0439639166 to 728263.4726802825, 4037600.0490367003 to 4134933.477753066",020a47d24777a35adccbd5fc39361985a484cd3dd7b4dc8096d06098
AGM00060367,36.9,8.45,13.0,,EL-KALA,,,60367.0,751382.4715764282,4103098.5894226627,728263.4726802818 to 825596.9013966478,4037600.0490367003 to 4134933.477753066,"728263.4726802818 to 825596.9013966478, 4037600.0490367003 to 4134933.477753066",0745e11d266002caf7ef47ef46a3dd3db7a3afee88db6784e8be5170
AGM00060369,36.766999999999996,3.1,12.0,,ALGER-PORT,,,60369.0,276134.7964581727,4088309.6432873453,241596.3290984556 to 338929.7578148215,4037600.0490367003 to 4134933.477753066,"241596.3290984556 to 338929.7578148215, 4037600.0490367003 to 4134933.477753066",48b283514a28345d4229fc18d3d7560b150a5bfb6c2f5099b9e4ae39
AGM00060402,36.711999999999996,5.07,6.1,,SOUMMAM,,,60402.0,451937.72158001026,4082193.913682515,436263.1865311861 to 533596.615247552,4037600.0490367003 to 4134933.477753066,"436263.1865311861 to 533596.615247552, 4037600.0490367003 to 4134933.477753066",e7de7102294f0e52cf235f6c054c70d5b72639a498a1abb40b026cb4
AGM00060403,36.467,7.4670000000000005,228.0,,GUELMA,,,60403.0,667721.6215306278,4054951.118170088,630930.0439639166 to 728263.4726802825,4037600.0490367003 to 4134933.477753066,"630930.0439639166 to 728263.4726802825, 4037600.0490367003 to 4134933.477753066",020a47d24777a35adccbd5fc39361985a484cd3dd7b4dc8096d06098
AGM00060419,36.275999999999996,6.62,690.4,,MOHAMED BOUDIAF INTL,,,60419.0,593435.5301365497,4033712.857178767,533596.6152475514 to 630930.0439639173,3940266.620320335 to 4037600.0490367007,"533596.6152475514 to 630930.0439639173, 3940266.620320335 to 4037600.0490367007",859cd1d9103742e39f7d4eb6dd31ad57e30217ee97e1ec9b6f669e90
AGM00060421,35.867,7.117000000000001,891.0,,OUM EL BOUAGHI,,,60421.0,641314.1979203589,3988234.067935573,630930.0439639166 to 728263.4726802825,3940266.620320335 to 4037600.0490367007,"630930.0439639166 to 728263.4726802825, 3940266.620320335 to 4037600.0490367007",964f2487be78632b5c7b1c053ba9adf84277dc1908a089915a618d43
AGM00060423,36.283,7.9670000000000005,680.0,,SOUK AHRAS,,,60423.0,714120.3776626189,4034491.222764837,630930.0439639166 to 728263.4726802825,3940266.620320335 to 4037600.0490367007,"630930.0439639166 to 728263.4726802825, 3940266.620320335 to 4037600.0490367007",964f2487be78632b5c7b1c053ba9adf84277dc1908a089915a618d43
AGM00060425,36.213,1.3319999999999999,141.1,,ECH CHELIFF,,,60425.0,119500.53525246531,4026707.566904144,46929.47166572511 to 144262.900382091,3940266.620320335 to 4037600.0490367007,"46929.47166572511 to 144262.900382091, 3940266.620320335 to 4037600.0490367007",db8eded33f15beaba424bd1909c6bfea427631d7f4c72711597a6441
AGM00060430,36.3,2.233,721.0,,MILIANA,,,60430.0,200110.88187776896,4036381.539188148,144262.90038209036 to 241596.32909845625,3940266.620320335 to 4037600.0490367007,"144262.90038209036 to 241596.32909845625, 3940266.620320335 to 4037600.0490367007",1ec9c76543f10ad9095001c10bc042b9be16d61d1f42f7c811c7ce7c
AGM00060437,36.283,2.733,1036.0,,MEDEA,,,60437.0,244971.88303651783,4034491.222764837,241596.3290984556 to 338929.7578148215,3940266.620320335 to 4037600.0490367007,"241596.3290984556 to 338929.7578148215, 3940266.620320335 to 4037600.0490367007",e57a550b3cee034a947b357b8c55e85f3a24bc8d34c98a4af03cf572
AGM00060444,36.067,4.7669999999999995,930.0,,BORDJ-BOU-ARRERIDJ,,,60444.0,428468.5534211972,4010473.0846804115,338929.75781482086 to 436263.18653118674,3940266.620320335 to 4037600.0490367007,"338929.75781482086 to 436263.18653118674, 3940266.620320335 to 4037600.0490367007",417aebd1c25f08e7884f52e47b876d82dc7ce3c1f2343f632b521b5d
AGM00060445,36.178000000000004,5.324,1050.0,,SETIF AIN ARNAT,,,60445.0,477856.84060648666,4022815.7389737973,436263.1865311861 to 533596.615247552,3940266.620320335 to 4037600.0490367007,"436263.1865311861 to 533596.615247552, 3940266.620320335 to 4037600.0490367007",1002932fb8912e5fe81dfcd7c9441af89771f177557dff865859fe04
AGM00060452,35.817,-0.267,4.0,,ARZEW,,,60452.0,-24074.59066114003,3982674.3137493636,-50403.957050640136 to 46929.47166572575,3940266.620320335 to 4037600.0490367007,"-50403.957050640136 to 46929.47166572575, 3940266.620320335 to 4037600.0490367007",d19194c9df163df05f5fabad4e3724ea0fe88ea3060b436146eae042
AGM00060457,35.883,0.11699999999999999,138.0,,MOSTAGANEM,,,60457.0,10540.762807204099,3990013.189275161,-50403.957050640136 to 46929.47166572575,3940266.620320335 to 4037600.0490367007,"-50403.957050640136 to 46929.47166572575, 3940266.620320335 to 4037600.0490367007",d19194c9df163df05f5fabad4e3724ea0fe88ea3060b436146eae042
AGM00060461,35.7,-0.65,22.0,,ORAN-PORT,,,60461.0,-58694.80224645118,3969664.4889536337,-147737.38576700538 to -50403.957050639496,3940266.620320335 to 4037600.0490367007,"-147737.38576700538 to -50403.957050639496, 3940266.620320335 to 4037600.0490367007",25384e09a59024c0534f25922ff67b22177542dc7c6f0d994ecfd978
AGM00060467,35.667,4.5,442.0,,M'SILA,,,60467.0,406516.7383367862,3965995.0511907353,338929.75781482086 to 436263.18653118674,3940266.620320335 to 4037600.0490367007,"338929.75781482086 to 436263.18653118674, 3940266.620320335 to 4037600.0490367007",417aebd1c25f08e7884f52e47b876d82dc7ce3c1f2343f632b521b5d
AGM00060468,35.55,6.183,1052.0,,BATNA,,,60468.0,559371.4324836512,3952985.2263950044,533596.6152475514 to 630930.0439639173,3940266.620320335 to 4037600.0490367007,"533596.6152475514 to 630930.0439639173, 3940266.620320335 to 4037600.0490367007",859cd1d9103742e39f7d4eb6dd31ad57e30217ee97e1ec9b6f669e90
AGM00060471,35.333,5.332999999999999,461.0,,BARIKA,,,60471.0,483774.90579475946,3928855.893226855,436263.1865311861 to 533596.615247552,3842933.19160397 to 3940266.6203203355,"436263.1865311861 to 533596.615247552, 3842933.19160397 to 3940266.6203203355",4a986f56d233801843eabe75ec784d99753222d7da0d47bd34467fbd
AGM00060475,35.431999999999995,8.121,811.1,,CHEIKH LARBI TEBESSI,,,60475.0,735780.5817594769,3939864.2065155497,728263.4726802818 to 825596.9013966478,3842933.19160397 to 3940266.6203203355,"728263.4726802818 to 825596.9013966478, 3842933.19160397 to 3940266.6203203355",1d1e7535603cd9ab32d1ea3ea9295e43dab593794bdeb7a89e07f1be
AGM00060490,35.624,-0.621,89.9,,ES SENIA,,,60490.0,-56129.510733153504,3961213.662590595,-147737.38576700538 to -50403.957050639496,3940266.620320335 to 4037600.0490367007,"-147737.38576700538 to -50403.957050639496, 3940266.620320335 to 4037600.0490367007",25384e09a59024c0534f25922ff67b22177542dc7c6f0d994ecfd978
AGM00060506,35.6,0.3,476.0,,MASCARA-MATEMORE,,,60506.0,27123.842160248398,3958544.9805812147,-50403.957050640136 to 46929.47166572575,3940266.620320335 to 4037600.0490367007,"-50403.957050640136 to 46929.47166572575, 3940266.620320335 to 4037600.0490367007",d19194c9df163df05f5fabad4e3724ea0fe88ea3060b436146eae042
AGM00060507,35.208,0.147,513.9,,GHRISS,,,60507.0,13355.471107386478,3914956.5077613313,-50403.957050640136 to 46929.47166572575,3842933.19160397 to 3940266.6203203355,"-50403.957050640136 to 46929.47166572575, 3842933.19160397 to 3940266.6203203355",cbbc77039df67a6634c9de84aeb136a60414b6be7fdebef8c9775797
AGM00060511,35.341,1.463,989.1,,BOU CHEKIF,,,60511.0,132700.6609214654,3929745.4538966487,46929.47166572511 to 144262.900382091,3842933.19160397 to 3940266.6203203355,"46929.47166572511 to 144262.900382091, 3842933.19160397 to 3940266.6203203355",99f021b191df83c0d4856db964f6d01806a9c413e5a39a3c27b0e411
AGM00060514,35.167,2.3169999999999997,801.0,,KSAR CHELLALA,,,60514.0,210613.90333870638,3910397.5093286396,144262.90038209036 to 241596.32909845625,3842933.19160397 to 3940266.6203203355,"144262.90038209036 to 241596.32909845625, 3842933.19160397 to 3940266.6203203355",b9a2a7b224b0fa8089db2c4345624d33f316597d3d789f548d81dacf
AGM00060515,35.333,4.206,459.0,,BOU SAADA,,,60515.0,381540.83138435375,3928855.893226855,338929.75781482086 to 436263.18653118674,3842933.19160397 to 3940266.6203203355,"338929.75781482086 to 436263.18653118674, 3842933.19160397 to 3940266.6203203355",fbfa46c308e36a717a11e485b9b1b7ebf860f900bdccc448f1ec4451
AGM00060518,35.3,-1.35,70.0,,BENI-SAF,,,60518.0,-122513.15834022139,3925186.4554639566,-147737.38576700538 to -50403.957050639496,3842933.19160397 to 3940266.6203203355,"-147737.38576700538 to -50403.957050639496, 3842933.19160397 to 3940266.6203203355",2176daf9464225574cb1d9dc76fe8bcb03799482649e2bd4b3eab1e2
AGM00060520,35.2,-0.617,476.0,,SIDI-BEL-ABBES,,,60520.0,-56062.159652650196,3914066.947091538,-147737.38576700538 to -50403.957050639496,3842933.19160397 to 3940266.6203203355,"-147737.38576700538 to -50403.957050639496, 3842933.19160397 to 3940266.6203203355",2176daf9464225574cb1d9dc76fe8bcb03799482649e2bd4b3eab1e2
AGM00060522,34.82,-1.77,426.0,,MAGHNIA,,,60522.0,-161575.50773244258,3871812.8152763452,-245070.81448337063 to -147737.38576700474,3842933.19160397 to 3940266.6203203355,"-245070.81448337063 to -147737.38576700474, 3842933.19160397 to 3940266.6203203355",3cfe6abc8fb6c850986125dfe3cb3b12f5a24bcfec22f0e5c8769b5c
AGM00060531,35.016999999999996,-1.45,248.1,,ZENATA,,,60531.0,-132046.79121765555,3893718.2467700103,-147737.38576700538 to -50403.957050639496,3842933.19160397 to 3940266.6203203355,"-147737.38576700538 to -50403.957050639496, 3842933.19160397 to 3940266.6203203355",2176daf9464225574cb1d9dc76fe8bcb03799482649e2bd4b3eab1e2
AGM00060535,34.683,3.25,1144.0,,DJELFA/TLETSI,,,60535.0,297170.7480991928,3856579.088806131,241596.3290984556 to 338929.7578148215,3842933.19160397 to 3940266.6203203355,"241596.3290984556 to 338929.7578148215, 3842933.19160397 to 3940266.6203203355",eec49b3b2ea93b1cce40db30aa3109cbdc2a6044061c87a5ed7f7b24
AGM00060536,34.867,0.15,752.0,,SAIDA,,,60536.0,13685.022563268263,3877038.9842113815,-50403.957050640136 to 46929.47166572575,3842933.19160397 to 3940266.6203203355,"-50403.957050640136 to 46929.47166572575, 3842933.19160397 to 3940266.6203203355",cbbc77039df67a6634c9de84aeb136a60414b6be7fdebef8c9775797
AGM00060540,34.15,0.067,1001.0,,EL-KHEITER,,,60540.0,6165.460667628024,3797312.1091811364,-50403.957050640136 to 46929.47166572575,3745599.7628876045 to 3842933.1916039702,"-50403.957050640136 to 46929.47166572575, 3745599.7628876045 to 3842933.1916039702",0cc97476cab5428481947473f0945c3267ffd3d5b93e54d8f8032e41
AGM00060549,33.536,-0.242,1175.0,,MECHERIA,,,60549.0,-22429.872585989844,3729038.3277744832,-50403.957050640136 to 46929.47166572575,3648266.3341712393 to 3745599.762887605,"-50403.957050640136 to 46929.47166572575, 3648266.3341712393 to 3745599.762887605",444bfc78c8e4c207efecb3df8d0103453573b9bff78de019e3db2403
AGM00060550,33.667,1.0,1347.0,,EL-BAYADH,,,60550.0,92544.72724831976,3743604.8837423525,46929.47166572511 to 144262.900382091,3648266.3341712393 to 3745599.762887605,"46929.47166572511 to 144262.900382091, 3648266.3341712393 to 3745599.762887605",cc60fbac0ac613da3c1a12b565e07554ecc4f7e5a6248fc60a2e13d3
AGM00060555,33.068000000000005,6.0889999999999995,85.0,,SIDI MAHDI,,,60555.0,567398.0025559905,3676999.028591562,533596.6152475514 to 630930.0439639173,3648266.3341712393 to 3745599.762887605,"533596.6152475514 to 630930.0439639173, 3648266.3341712393 to 3745599.762887605",a28218ba70a539e193f3b254e467abc484a5ae99ae0640442bcaf225
AGM00060557,33.266999999999996,-0.3,1166.0,,NAAMA,,,60557.0,-27891.8446797326,3699126.8502526754,-50403.957050640136 to 46929.47166572575,3648266.3341712393 to 3745599.762887605,"-50403.957050640136 to 46929.47166572575, 3648266.3341712393 to 3745599.762887605",444bfc78c8e4c207efecb3df8d0103453573b9bff78de019e3db2403
AGM00060559,33.510999999999996,6.777,61.9,,GUEMAR,,,60559.0,628310.7107642514,3726258.450681378,533596.6152475514 to 630930.0439639173,3648266.3341712393 to 3745599.762887605,"533596.6152475514 to 630930.0439639173, 3648266.3341712393 to 3745599.762887605",a28218ba70a539e193f3b254e467abc484a5ae99ae0640442bcaf225
AGM00060560,32.766999999999996,-0.6,1059.0,,AIN-SEFRA,,,60560.0,-56100.93082987262,3643529.3083905797,-147737.38576700538 to -50403.957050639496,3550932.905454874 to 3648266.3341712398,"-147737.38576700538 to -50403.957050639496, 3550932.905454874 to 3648266.3341712398",a3ebefe57ea98114d4ecff16c19317b465b8aa5b04bd902f662d6cdd
AGM00060563,32.933,3.283,764.0,,HASSIR'MEL,,,60563.0,306391.8801651775,3661987.692288796,241596.3290984556 to 338929.7578148215,3648266.3341712393 to 3745599.762887605,"241596.3290984556 to 338929.7578148215, 3648266.3341712393 to 3745599.762887605",2f23b03f72b4ffc5c0f38b2a2b066341c041fdeb2c4d33c028a060cd
AGM00060566,32.384,3.7939999999999996,460.9,,NOUMERAT,,,60566.0,356263.23549803585,3600941.591324215,338929.75781482086 to 436263.18653118674,3550932.905454874 to 3648266.3341712398,"338929.75781482086 to 436263.18653118674, 3550932.905454874 to 3648266.3341712398",0d661cb937d25cdca990532a44d7c01d2740da9db3f4adeda5c69bb1
AGM00060571,31.646,-2.27,811.1,,BECHAR,,,60571.0,-214880.5593694997,3518879.6195357614,-245070.81448337063 to -147737.38576700474,3453599.476738509 to 3550932.9054548745,"-245070.81448337063 to -147737.38576700474, 3453599.476738509 to 3550932.9054548745",27ea50d34ce8e2a5671672518b6abb4925734ab761a73d64b22ca010
AGM00060580,31.916999999999998,5.412999999999999,150.0,,OUARGLA,,,60580.0,510900.8050724049,3549013.487225017,436263.1865311861 to 533596.615247552,3453599.476738509 to 3550932.9054548745,"436263.1865311861 to 533596.615247552, 3453599.476738509 to 3550932.9054548745",b4380683a9c461f4961baac370d06c403da8871e0b66d0717e0adc23
AGM00060581,31.673000000000002,6.14,141.1,,OUED IRARA,,,60581.0,581049.9138969515,3521881.8867963147,533596.6152475514 to 630930.0439639173,3453599.476738509 to 3550932.9054548745,"533596.6152475514 to 630930.0439639173, 3453599.476738509 to 3550932.9054548745",6c46abd198a5a5c1e6fc7bac28192b2682994dea54637c3fc93006db
AGM00060602,30.133000000000003,-2.167,505.0,,BENI-ABBES,,,60602.0,-208397.03126108495,3350641.4578610603,-245070.81448337063 to -147737.38576700474,3258932.6193057783 to 3356266.048022144,"-245070.81448337063 to -147737.38576700474, 3258932.6193057783 to 3356266.048022144",dd9afa010781e38c052a9b021af75c22455a07abdf422d80af494d83
AGM00060603,29.717,6.7,252.0,,RHOURD NOUSS,,,60603.0,647027.0629684756,3304384.303031796,630930.0439639166 to 728263.4726802825,3258932.6193057783 to 3356266.048022144,"630930.0439639166 to 728263.4726802825, 3258932.6193057783 to 3356266.048022144",a7fdf461a3459ca07f9262db35983f825f193ce0a5033c0896e28f12
AGM00060607,29.237,0.276,313.0,,TIMIMOUN,,,60607.0,26780.167298544387,3251010.6628441843,-50403.957050640136 to 46929.47166572575,3161599.190589413 to 3258932.6193057788,"-50403.957050640136 to 46929.47166572575, 3161599.190589413 to 3258932.6193057788",1a66e35ed4723fecd4a11835df25f8f974120fd30c813b4f7fe244df
AGM00060620,27.838,-0.18600000000000003,280.1,,TOUAT CHEIKH SIDI MOHAMED BEL,,,60620.0,-18288.754887532625,3095448.7407140406,-50403.957050640136 to 46929.47166572575,3064265.761873048 to 3161599.1905894135,"-50403.957050640136 to 46929.47166572575, 3064265.761873048 to 3161599.1905894135",9c85e2c4f4bdd5ea4bbd75e66a4e98bbd0839909d13f0d86cf2dffcb
AGM00060630,27.233,2.5,269.0,,IN-SALAH,,,60630.0,247173.59354211256,3028175.7150609046,241596.3290984556 to 338929.7578148215,2966932.3331566826 to 3064265.7618730483,"241596.3290984556 to 338929.7578148215, 2966932.3331566826 to 3064265.7618730483",c91bc738588ed5ed3b2c7b6ae1fe283635c9eaa9c4febe1473fe577f
AGM00060640,26.724,8.623,541.9,,ILLIZI TAKHAMALT,,,60640.0,856415.4022062214,2971577.4174452913,825596.9013966471 to 922930.330113013,2966932.3331566826 to 3064265.7618730483,"825596.9013966471 to 922930.330113013, 2966932.3331566826 to 3064265.7618730483",2395575d1528675f5cda23f8523956740d9cdb5536be9f2ef0455ce7
AGM00060656,27.7,-8.167,442.9,,TINDOUF,,,60656.0,-804052.7336205741,3080103.819160102,-829071.3867815621 to -731737.9580651962,3064265.761873048 to 3161599.1905894135,"-829071.3867815621 to -731737.9580651962, 3064265.761873048 to 3161599.1905894135",2fb1f33eee12f00f11991cab1c94973b8423741e52508c7a28c4f6a2
AGM00060670,24.293000000000003,9.452,968.0,,TISKA,,,60670.0,957952.197327899,2701262.168911782,922930.3301130123 to 1020263.7588293783,2674932.047007587 to 2772265.4757239525,"922930.3301130123 to 1020263.7588293783, 2674932.047007587 to 2772265.4757239525",9a98ed761125b9f9f54f3a6269aa8590a2aae151b038e92590a05780
AGM00060686,21.333000000000002,0.95,399.0,,BORDJ-BADJ-MOKHTAR,,,60686.0,98397.39275102543,2372124.7210881757,46929.47166572511 to 144262.900382091,2285598.332142126 to 2382931.7608584915,"46929.47166572511 to 144262.900382091, 2285598.332142126 to 2382931.7608584915",7936689f152eb94a5f0fe183679070546bba11443567fa25244ef680
AGM00060690,19.567,5.767,401.0,,IN-GUEZZAM,,,60690.0,604229.486974003,2175754.203231253,533596.6152475514 to 630930.0439639173,2090931.4747093953 to 2188264.903425761,"533596.6152475514 to 630930.0439639173, 2090931.4747093953 to 2188264.903425761",c4f200e85464eb70764cfb82c8b04065173a67842ad5ff66581fabc2
AJ000037575,41.55,46.667,490.0,,ZAKATALA,,,37575.0,3883434.74239427,4620155.728740153,3842933.19160397 to 3940266.6203203355,4524267.1926185265 to 4621600.621334893,"3842933.19160397 to 3940266.6203203355, 4524267.1926185265 to 4621600.621334893",f8908d65dadd54a48fb0b27422c4cba595a02b702b2cbc5164fa242b
AJ000037661,41.217,47.167,641.0,,SHAKI,,,37661.0,3945194.261050861,4583127.765859997,3940266.620320335 to 4037600.0490367007,4524267.1926185265 to 4621600.621334893,"3940266.620320335 to 4037600.0490367007, 4524267.1926185265 to 4621600.621334893",8c6f69e0b9eb3bbba8a55c35ccd037731aa2f4b72dfd8e3ff2fedf8a
AJ000037675,41.367,48.516999999999996,552.0,,GUBA,,,37675.0,4048792.276579904,4599807.028418626,4037600.0490367003 to 4134933.477753066,4524267.1926185265 to 4621600.621334893,"4037600.0490367003 to 4134933.477753066, 4524267.1926185265 to 4621600.621334893",47936562b7d4c711171bb5d9381545e589b3230a08e66b268478746e
AJ000037735,40.7167,46.4167,311.0,,GANCA,,,37735.0,3911984.2921072706,4527496.865472785,3842933.19160397 to 3940266.6203203355,4524267.1926185265 to 4621600.621334893,"3842933.19160397 to 3940266.6203203355, 4524267.1926185265 to 4621600.621334893",f8908d65dadd54a48fb0b27422c4cba595a02b702b2cbc5164fa242b
AJ000037740,40.983000000000004,47.867,682.0,,QABALA,,,37740.0,4018034.2964728964,4557108.116268537,3940266.620320335 to 4037600.0490367007,4524267.1926185265 to 4621600.621334893,"3940266.620320335 to 4037600.0490367007, 4524267.1926185265 to 4621600.621334893",8c6f69e0b9eb3bbba8a55c35ccd037731aa2f4b72dfd8e3ff2fedf8a
AJ000037749,40.65,47.75,95.0,,GOYCHAY,,,37749.0,4028383.669775535,4520080.153388381,3940266.620320335 to 4037600.0490367007,4426933.763902161 to 4524267.192618527,"3940266.620320335 to 4037600.0490367007, 4426933.763902161 to 4524267.192618527",943bd738e9aad8d72309728f481cee2650fb5e1e8bc367abbef19197
AJ000037756,40.533,48.933,755.0,,MARAZA,,,37756.0,4135415.80592265,4507070.328592651,4134933.4777530655 to 4232266.906469432,4426933.763902161 to 4524267.192618527,"4134933.4777530655 to 4232266.906469432, 4426933.763902161 to 4524267.192618527",eb8ac168e8a41d801ecd45a133beaed4ad39d6337740ec00ea52e046
AJ000037844,40.333,48.167,4.0,,KURDAMIR,,,37844.0,4082805.038820331,4484831.3118478125,4037600.0490367003 to 4134933.477753066,4426933.763902161 to 4524267.192618527,"4037600.0490367003 to 4134933.477753066, 4426933.763902161 to 4524267.192618527",e5b38d57362e0c727c354c036b1beb24194c8c9212433cb5b4812efc
AJ000037905,39.766999999999996,47.75,71.0,,BEYLAGAN AERODROME,,,37905.0,4081208.3337449855,4421894.894459919,4037600.0490367003 to 4134933.477753066,4329600.335185796 to 4426933.763902162,"4037600.0490367003 to 4134933.477753066, 4329600.335185796 to 4426933.763902162",2728d350a7cce37cd0dee207bdecd96555bd9c1cb8b20a13bb30dd6f
AJ000037923,39.967,49.4,-16.0,,ALAT,,,37923.0,4209943.5029933285,4444133.911204758,4134933.4777530655 to 4232266.906469432,4426933.763902161 to 4524267.192618527,"4134933.4777530655 to 4232266.906469432, 4426933.763902161 to 4524267.192618527",eb8ac168e8a41d801ecd45a133beaed4ad39d6337740ec00ea52e046
AJ000037925,39.4,49.25,-24.0,,NEFTCHALA,,,37925.0,4231765.58927543,4381086.298733141,4134933.4777530655 to 4232266.906469432,4329600.335185796 to 4426933.763902162,"4134933.4777530655 to 4232266.906469432, 4329600.335185796 to 4426933.763902162",9c7c70bd55b24e8ab677130b9db6aa5c00e73b497318ee85e034bf6a
